左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
angel,2,平等,space,3,扭曲空间,R,2994,7,4
shell,2,吸收,angel,2,平等,R,3193,2,8
angel,3,飞升,two_head,1,灵能冲击/锤击,R,3257,7,6
diamond,3,钻石冲撞,angel,3,飞升,L,3031,6,7
angel,3,飞升,rainbow,2,全色风暴,R,3201,7,5
pirate,1,火炮齐射,angel,3,飞升,L,2601,5,5
angel,3,飞升,bubble,3,泡泡爆破,L,3599,10,6
phoenix,2,烫伤,angel,3,飞升,L,3277,6,8
angel,3,飞升,crystal,1,水晶壁垒,L,3414,9,4
space,3,扭曲空间,angel,3,飞升,R,3617,4,10
angel,3,飞升,shell,2,吸收,R,3205,6,7
two_head,2,精神干扰/吸收,ice,1,冰霜,R,4174,6,7
ice,1,冰霜,fortune,1,骰子,R,4037,7,6
rainbow,3,反射,ice,1,冰霜,L,2777,5,4
ice,1,冰霜,pirate,2,朗姆酒,R,3844,6,6
line,1,连笔,ice,1,冰霜,R,3613,6,7
ice,1,冰霜,phoenix,3,强化涅槃,R,3612,6,5
crystal,2,碎晶爆破,ice,1,冰霜,R,3292,4,5
ice,1,冰霜,hiding,1,缩头,R,3130,4,5
shell,3,暗影,ice,1,冰霜,L,3918,5,6
ice,2,冰封,ghost,1,幽冥突袭,R,3006,5,5
fortune,3,招财进宝,ice,2,冰封,L,3899,3,8
ice,2,冰封,gambler,2,赌注,R,2838,5,5
candy,1,糖果锤,ice,2,冰封,L,3053,6,5
ice,2,冰封,line,3,墨水炸弹,R,2934,5,5
lava,2,岩浆涌动,ice,2,冰封,R,4124,4,8
ice,2,冰封,chest,1,清点财宝,R,4142,8,7
hiding,3,强化随从,ice,2,冰封,L,3838,7,7
ice,3,团队护盾,ninja,2,炸弹,R,2928,4,5
diamond,1,坚不可摧,ice,3,团队护盾,R,3845,5,7
ice,3,团队护盾,dice,3,稳定骰子,R,4120,5,2
hunter,2,隐蔽,ice,3,团队护盾,R,4118,7,7
ice,3,团队护盾,bubble,1,泡泡盾,R,3607,5,6
lightning,3,雷盾,ice,3,团队护盾,R,3618,6,6
ice,3,团队护盾,cyber,2,侵入,R,4674,6,3
space,1,虫洞,ice,3,团队护盾,L,4154,7,6
ice,3,团队护盾,headless,3,灵魂打击,R,2944,3,4
two_head,3,融合,ninja,1,手里剑,R,2844,3,6
ninja,1,手里剑,fortune,2,梭哈,L,2954,5,2
gambler,1,万能牌,ninja,1,手里剑,R,2880,5,6
ninja,1,手里剑,pirate,3,海盗船,L,3508,6,4
line,2,画龙点睛,ninja,1,手里剑,R,3015,2,6
ninja,1,手里剑,lava,1,地裂,L,3160,5,4
crystal,3,水晶球,ninja,1,手里剑,R,2741,4,5
ninja,1,手里剑,hiding,2,防御,R,3826,5,5
ninja,3,背刺,ninja,2,炸弹,R,2343,2,4
ninja,2,炸弹,diamond,2,钻石滚球,L,3210,5,4
rainbow,1,棱镜护盾,ninja,2,炸弹,R,2610,5,5
ninja,2,炸弹,hunter,3,狩猎弹幕,L,2769,5,4
bubble,2,泡泡束缚,ninja,2,炸弹,R,2960,5,5
ninja,2,炸弹,phoenix,1,熔岩盾,L,2936,5,4
cyber,3,智能AI,ninja,2,炸弹,R,4043,3,7
ninja,2,炸弹,space,2,星波,L,3248,3,4
shell,1,复制,ninja,2,炸弹,R,2533,3,5
ninja,3,背刺,ghost,3,虚化,R,3006,3,5
dice,2,命运骰子,ninja,3,背刺,R,2506,3,4
ninja,3,背刺,hunter,1,精准射击,R,2957,3,6
candy,3,糖果炸弹,ninja,3,背刺,R,3207,3,6
ninja,3,背刺,lightning,2,雷暴,R,2535,3,4
cyber,1,能量大炮,ninja,3,背刺,R,4079,3,4
ninja,3,背刺,chest,3,财宝炮击,R,3780,4,5
headless,2,万千触须,ninja,3,背刺,R,3102,2,5
two_head,1,灵能冲击/锤击,ghost,2,灵魂风暴,R,2534,2,6
dice,1,孤注一掷,two_head,1,灵能冲击/锤击,L,3092,5,4
two_head,1,灵能冲击/锤击,gambler,3,命运之轮,L,3281,5,4
candy,2,糖衣炮弹,two_head,1,灵能冲击/锤击,L,3215,4,5
two_head,1,灵能冲击/锤击,lightning,1,涌动,R,3117,3,6
lava,3,熔岩爆发,two_head,1,灵能冲击/锤击,L,3396,6,5
two_head,1,灵能冲击/锤击,chest,2,财宝风暴,R,3522,3,5
headless,1,恐吓,two_head,1,灵能冲击/锤击,L,3475,4,5
two_head,2,精神干扰/吸收,ghost,2,灵魂风暴,R,2866,4,6
dice,1,孤注一掷,two_head,2,精神干扰/吸收,L,3365,5,5
two_head,2,精神干扰/吸收,gambler,3,命运之轮,L,3396,6,4
candy,2,糖衣炮弹,two_head,2,精神干扰/吸收,L,3130,3,5
two_head,2,精神干扰/吸收,lightning,1,涌动,R,3457,5,6
lava,3,熔岩爆发,two_head,2,精神干扰/吸收,L,3525,6,5
two_head,2,精神干扰/吸收,chest,2,财宝风暴,R,2956,4,6
headless,1,恐吓,two_head,2,精神干扰/吸收,L,3433,4,5
two_head,3,融合,ghost,3,虚化,R,2987,3,5
dice,2,命运骰子,two_head,3,融合,L,3689,4,5
two_head,3,融合,hunter,1,精准射击,R,3257,4,6
candy,3,糖果炸弹,two_head,3,融合,L,3325,6,4
two_head,3,融合,lightning,2,雷暴,R,3426,4,6
cyber,1,能量大炮,two_head,3,融合,L,4602,4,6
two_head,3,融合,chest,3,财宝炮击,R,3590,4,4
headless,2,万千触须,two_head,3,融合,L,3633,3,4
ghost,1,幽冥突袭,diamond,2,钻石滚球,R,3259,5,2
rainbow,1,棱镜护盾,ghost,1,幽冥突袭,R,2903,3,6
ghost,1,幽冥突袭,hunter,3,狩猎弹幕,L,3500,6,5
bubble,2,泡泡束缚,ghost,1,幽冥突袭,L,4010,9,6
ghost,1,幽冥突袭,phoenix,1,熔岩盾,R,3634,6,8
cyber,3,智能AI,ghost,1,幽冥突袭,R,4432,4,8
ghost,1,幽冥突袭,space,2,星波,L,3107,6,4
shell,1,复制,ghost,1,幽冥突袭,R,3787,4,6
ghost,2,灵魂风暴,fortune,2,梭哈,L,2211,5,2
gambler,1,万能牌,ghost,2,灵魂风暴,R,2510,4,6
ghost,2,灵魂风暴,pirate,3,海盗船,L,3171,7,2
line,2,画龙点睛,ghost,2,灵魂风暴,R,2421,3,5
ghost,2,灵魂风暴,lava,1,地裂,L,2615,6,3
crystal,3,水晶球,ghost,2,灵魂风暴,R,2542,2,6
ghost,2,灵魂风暴,hiding,2,防御,L,3189,6,4
diamond,1,坚不可摧,ghost,3,虚化,R,3857,4,5
ghost,3,虚化,dice,3,稳定骰子,R,2673,3,4
hunter,2,隐蔽,ghost,3,虚化,L,4407,10,5
ghost,3,虚化,bubble,1,泡泡盾,L,3502,6,5
lightning,3,雷盾,ghost,3,虚化,R,2844,4,4
ghost,3,虚化,cyber,2,侵入,R,4056,5,4
space,1,虫洞,ghost,3,虚化,R,2894,4,5
ghost,3,虚化,headless,3,灵魂打击,R,2526,3,3
fortune,3,招财进宝,diamond,1,坚不可摧,R,3773,3,7
diamond,1,坚不可摧,gambler,2,赌注,R,3501,4,7
candy,1,糖果锤,diamond,1,坚不可摧,R,3857,6,7
diamond,1,坚不可摧,line,3,墨水炸弹,R,3339,5,6
lava,2,岩浆涌动,diamond,1,坚不可摧,L,4156,5,6
diamond,1,坚不可摧,chest,1,清点财宝,R,4151,6,8
hiding,3,强化随从,diamond,1,坚不可摧,L,4041,10,6
diamond,2,钻石滚球,fortune,1,骰子,R,4049,5,10
rainbow,3,反射,diamond,2,钻石滚球,R,3517,3,6
diamond,2,钻石滚球,pirate,2,朗姆酒,R,3880,5,6
line,1,连笔,diamond,2,钻石滚球,R,2987,5,4
diamond,2,钻石滚球,phoenix,3,强化涅槃,L,3945,3,5
crystal,2,碎晶爆破,diamond,2,钻石滚球,R,3730,3,6
diamond,2,钻石滚球,hiding,1,缩头,R,3843,3,5
shell,3,暗影,diamond,2,钻石滚球,L,3717,5,4
diamond,3,钻石冲撞,rainbow,2,全色风暴,L,3720,7,5
pirate,1,火炮齐射,diamond,3,钻石冲撞,L,2568,4,4
diamond,3,钻石冲撞,bubble,3,泡泡爆破,L,3117,6,5
phoenix,2,烫伤,diamond,3,钻石冲撞,R,3562,6,7
diamond,3,钻石冲撞,crystal,1,水晶壁垒,L,3666,7,5
space,3,扭曲空间,diamond,3,钻石冲撞,R,3493,4,7
diamond,3,钻石冲撞,shell,2,吸收,R,4192,6,9
rainbow,2,全色风暴,fortune,1,骰子,R,3981,4,7
fortune,1,骰子,pirate,1,火炮齐射,R,2514,5,5
bubble,3,泡泡爆破,fortune,1,骰子,L,3749,6,8
fortune,1,骰子,phoenix,2,烫伤,R,3037,4,6
crystal,1,水晶壁垒,fortune,1,骰子,R,3689,4,10
fortune,1,骰子,space,3,扭曲空间,R,3012,5,4
shell,2,吸收,fortune,1,骰子,L,3713,7,8
fortune,2,梭哈,rainbow,3,反射,R,2852,2,5
pirate,2,朗姆酒,fortune,2,梭哈,L,3434,6,2
fortune,2,梭哈,line,1,连笔,R,2802,2,6
phoenix,3,强化涅槃,fortune,2,梭哈,L,3204,4,2
fortune,2,梭哈,crystal,2,碎晶爆破,R,2833,2,4
hiding,1,缩头,fortune,2,梭哈,L,3102,5,2
fortune,2,梭哈,shell,3,暗影,R,3062,2,5
gambler,2,赌注,fortune,3,招财进宝,L,2601,5,4
fortune,3,招财进宝,candy,1,糖果锤,R,2816,2,6
line,3,墨水炸弹,fortune,3,招财进宝,R,3376,4,9
fortune,3,招财进宝,lava,2,岩浆涌动,R,3929,6,5
chest,1,清点财宝,fortune,3,招财进宝,R,3332,5,3
fortune,3,招财进宝,hiding,3,强化随从,R,2759,3,7
dice,3,稳定骰子,dice,1,孤注一掷,R,2353,2,5
dice,1,孤注一掷,hunter,2,隐蔽,R,4393,3,10
bubble,1,泡泡盾,dice,1,孤注一掷,R,2774,4,5
dice,1,孤注一掷,lightning,3,雷盾,L,3001,6,5
cyber,2,侵入,dice,1,孤注一掷,L,4097,3,7
dice,1,孤注一掷,space,1,虫洞,R,3128,3,5
headless,3,灵魂打击,dice,1,孤注一掷,L,2742,4,3
dice,2,命运骰子,gambler,1,万能牌,L,2869,5,5
pirate,3,海盗船,dice,2,命运骰子,L,3015,5,5
dice,2,命运骰子,line,2,画龙点睛,L,2678,5,3
lava,1,地裂,dice,2,命运骰子,R,3158,4,6
dice,2,命运骰子,crystal,3,水晶球,L,2830,5,4
hiding,2,防御,dice,2,命运骰子,R,3153,3,6
dice,3,稳定骰子,rainbow,1,棱镜护盾,L,2912,4,5
hunter,3,狩猎弹幕,dice,3,稳定骰子,L,2866,4,2
dice,3,稳定骰子,bubble,2,泡泡束缚,L,3713,2,8
phoenix,1,熔岩盾,dice,3,稳定骰子,R,2734,4,3
dice,3,稳定骰子,cyber,3,智能AI,R,4119,4,4
space,2,星波,dice,3,稳定骰子,L,3112,4,2
dice,3,稳定骰子,shell,1,复制,R,3030,3,3
hunter,1,精准射击,rainbow,1,棱镜护盾,L,3282,7,9
rainbow,1,棱镜护盾,candy,3,糖果炸弹,R,3134,6,6
lightning,2,雷暴,rainbow,1,棱镜护盾,R,3505,4,12
rainbow,1,棱镜护盾,cyber,1,能量大炮,R,4337,8,5
chest,3,财宝炮击,rainbow,1,棱镜护盾,R,3871,4,14
rainbow,1,棱镜护盾,headless,2,万千触须,R,3694,6,4
gambler,3,命运之轮,rainbow,2,全色风暴,R,3045,3,5
rainbow,2,全色风暴,candy,2,糖衣炮弹,R,2953,3,5
lightning,1,涌动,rainbow,2,全色风暴,R,3332,4,3
rainbow,2,全色风暴,lava,3,熔岩爆发,R,3468,4,5
chest,2,财宝风暴,rainbow,2,全色风暴,R,3616,4,4
rainbow,2,全色风暴,headless,1,恐吓,R,3418,3,5
gambler,3,命运之轮,rainbow,3,反射,R,3079,3,5
rainbow,3,反射,candy,2,糖衣炮弹,R,2958,3,5
lightning,1,涌动,rainbow,3,反射,R,2527,3,5
rainbow,3,反射,lava,3,熔岩爆发,R,4136,3,8
chest,2,财宝风暴,rainbow,3,反射,R,2749,4,5
rainbow,3,反射,headless,1,恐吓,R,3220,2,6
hunter,1,精准射击,gambler,1,万能牌,L,2971,6,5
gambler,1,万能牌,candy,3,糖果炸弹,R,3354,6,6
lightning,2,雷暴,gambler,1,万能牌,L,3370,6,6
gambler,1,万能牌,cyber,1,能量大炮,R,4014,8,8
chest,3,财宝炮击,gambler,1,万能牌,L,3563,5,7
gambler,1,万能牌,headless,2,万千触须,R,3627,6,4
hunter,3,狩猎弹幕,gambler,2,赌注,L,3070,5,5
gambler,2,赌注,bubble,2,泡泡束缚,L,3229,6,7
phoenix,1,熔岩盾,gambler,2,赌注,L,3164,6,5
gambler,2,赌注,cyber,3,智能AI,R,4365,6,4
space,2,星波,gambler,2,赌注,R,2630,3,5
gambler,2,赌注,shell,1,复制,L,2617,5,3
pirate,3,海盗船,gambler,3,命运之轮,L,3266,5,4
gambler,3,命运之轮,line,2,画龙点睛,R,2721,3,4
lava,1,地裂,gambler,3,命运之轮,L,3418,5,4
gambler,3,命运之轮,crystal,3,水晶球,R,2866,3,5
hiding,2,防御,gambler,3,命运之轮,L,3058,4,4
hunter,1,精准射击,hunter,2,隐蔽,L,3268,6,6
bubble,1,泡泡盾,hunter,1,精准射击,R,2891,4,6
hunter,1,精准射击,lightning,3,雷盾,L,2925,6,5
cyber,2,侵入,hunter,1,精准射击,L,4092,4,6
hunter,1,精准射击,space,1,虫洞,L,2863,6,4
headless,3,灵魂打击,hunter,1,精准射击,R,3339,3,6
hunter,2,隐蔽,candy,1,糖果锤,R,4377,8,6
line,3,墨水炸弹,hunter,2,隐蔽,R,4086,6,10
hunter,2,隐蔽,lava,2,岩浆涌动,R,3368,6,4
chest,1,清点财宝,hunter,2,隐蔽,L,3999,7,7
hunter,2,隐蔽,hiding,3,强化随从,R,4172,7,10
pirate,2,朗姆酒,hunter,3,狩猎弹幕,R,4019,5,7
hunter,3,狩猎弹幕,line,1,连笔,L,2947,5,5
phoenix,3,强化涅槃,hunter,3,狩猎弹幕,R,3403,5,6
hunter,3,狩猎弹幕,crystal,2,碎晶爆破,L,2693,5,3
hiding,1,缩头,hunter,3,狩猎弹幕,R,3850,3,7
hunter,3,狩猎弹幕,shell,3,暗影,R,3980,3,6
bubble,3,泡泡爆破,pirate,1,火炮齐射,R,2829,4,5
pirate,1,火炮齐射,phoenix,2,烫伤,R,3190,3,6
crystal,1,水晶壁垒,pirate,1,火炮齐射,R,2538,3,5
pirate,1,火炮齐射,space,3,扭曲空间,L,2631,5,3
shell,2,吸收,pirate,1,火炮齐射,R,2476,4,5
pirate,2,朗姆酒,bubble,3,泡泡爆破,L,3672,5,6
phoenix,2,烫伤,pirate,2,朗姆酒,L,3274,5,4
pirate,2,朗姆酒,crystal,1,水晶壁垒,L,4315,6,6
space,3,扭曲空间,pirate,2,朗姆酒,R,3398,4,6
pirate,2,朗姆酒,shell,2,吸收,R,3600,4,8
line,1,连笔,pirate,3,海盗船,R,2870,5,4
pirate,3,海盗船,phoenix,3,强化涅槃,L,3607,3,5
crystal,2,碎晶爆破,pirate,3,海盗船,R,3246,4,5
pirate,3,海盗船,hiding,1,缩头,L,4441,7,5
shell,3,暗影,pirate,3,海盗船,L,3965,6,3
candy,1,糖果锤,line,3,墨水炸弹,L,3095,6,3
lava,2,岩浆涌动,candy,1,糖果锤,R,3562,3,7
candy,1,糖果锤,chest,1,清点财宝,R,3275,5,6
hiding,3,强化随从,candy,1,糖果锤,R,3298,3,6
candy,2,糖衣炮弹,bubble,1,泡泡盾,L,3202,4,5
lightning,3,雷盾,candy,2,糖衣炮弹,R,2818,4,5
candy,2,糖衣炮弹,cyber,2,侵入,R,3939,5,4
space,1,虫洞,candy,2,糖衣炮弹,R,3594,4,5
candy,2,糖衣炮弹,headless,3,灵魂打击,L,2895,3,3
line,2,画龙点睛,candy,3,糖果炸弹,R,2967,4,6
candy,3,糖果炸弹,lava,1,地裂,R,2828,3,4
crystal,3,水晶球,candy,3,糖果炸弹,R,2848,4,6
candy,3,糖果炸弹,hiding,2,防御,L,3551,6,4
bubble,2,泡泡束缚,bubble,1,泡泡盾,L,3956,10,5
bubble,1,泡泡盾,phoenix,1,熔岩盾,R,3729,6,8
cyber,3,智能AI,bubble,1,泡泡盾,L,4812,4,7
bubble,1,泡泡盾,space,2,星波,R,2828,4,5
shell,1,复制,bubble,1,泡泡盾,R,3321,3,6
bubble,2,泡泡束缚,lightning,2,雷暴,L,3706,10,5
cyber,1,能量大炮,bubble,2,泡泡束缚,L,4580,6,8
bubble,2,泡泡束缚,chest,3,财宝炮击,R,4326,9,5
headless,2,万千触须,bubble,2,泡泡束缚,L,3482,3,7
bubble,3,泡泡爆破,lightning,1,涌动,R,2988,4,5
lava,3,熔岩爆发,bubble,3,泡泡爆破,L,3119,6,5
bubble,3,泡泡爆破,chest,2,财宝风暴,R,2880,4,5
headless,1,恐吓,bubble,3,泡泡爆破,L,3319,5,5
line,1,连笔,lightning,1,涌动,R,3198,5,6
lava,3,熔岩爆发,line,1,连笔,L,3319,6,5
line,1,连笔,chest,2,财宝风暴,R,3121,5,6
headless,1,恐吓,line,1,连笔,L,3379,5,6
line,2,画龙点睛,lightning,2,雷暴,R,2669,3,4
cyber,1,能量大炮,line,2,画龙点睛,R,4236,4,5
line,2,画龙点睛,chest,3,财宝炮击,R,2790,3,5
headless,2,万千触须,line,2,画龙点睛,L,3024,3,4
line,3,墨水炸弹,phoenix,1,熔岩盾,R,3448,5,8
cyber,3,智能AI,line,3,墨水炸弹,L,4507,4,6
line,3,墨水炸弹,space,2,星波,R,2924,4,4
shell,1,复制,line,3,墨水炸弹,R,3215,3,6
lightning,1,涌动,lava,1,地裂,L,3345,6,4
crystal,3,水晶球,lightning,1,涌动,R,3458,4,5
lightning,1,涌动,hiding,2,防御,R,3104,4,5
lightning,3,雷盾,lightning,2,雷暴,R,3437,6,6
lightning,2,雷暴,cyber,2,侵入,R,3489,5,4
space,1,虫洞,lightning,2,雷暴,R,2948,4,5
lightning,2,雷暴,headless,3,灵魂打击,R,2565,3,4
lava,2,岩浆涌动,lightning,3,雷盾,R,3655,3,8
lightning,3,雷盾,chest,1,清点财宝,R,3876,7,8
hiding,3,强化随从,lightning,3,雷盾,L,3764,8,6
phoenix,1,熔岩盾,phoenix,3,强化涅槃,R,4273,7,6
crystal,2,碎晶爆破,phoenix,1,熔岩盾,R,3332,4,7
phoenix,1,熔岩盾,hiding,1,缩头,L,3356,7,4
shell,3,暗影,phoenix,1,熔岩盾,R,3768,4,8
phoenix,2,烫伤,crystal,1,水晶壁垒,L,3033,6,4
space,3,扭曲空间,phoenix,2,烫伤,R,2988,3,6
phoenix,2,烫伤,shell,2,吸收,L,3304,6,5
crystal,1,水晶壁垒,phoenix,3,强化涅槃,L,3906,5,5
phoenix,3,强化涅槃,space,3,扭曲空间,L,3618,5,4
shell,2,吸收,phoenix,3,强化涅槃,R,3268,4,5
lava,1,地裂,crystal,2,碎晶爆破,L,3548,5,4
hiding,1,缩头,lava,1,地裂,R,3713,3,6
lava,1,地裂,shell,3,暗影,L,3636,5,4
chest,1,清点财宝,lava,2,岩浆涌动,R,4019,5,5
lava,2,岩浆涌动,hiding,3,强化随从,R,3350,3,8
cyber,2,侵入,lava,3,熔岩爆发,L,4214,3,6
lava,3,熔岩爆发,space,1,虫洞,L,3494,5,5
headless,3,灵魂打击,lava,3,熔岩爆发,R,2729,3,5
cyber,1,能量大炮,crystal,3,水晶球,L,3077,5,4
hiding,2,防御,cyber,1,能量大炮,R,4962,6,5
cyber,2,侵入,cyber,3,智能AI,R,4951,3,5
space,2,星波,cyber,2,侵入,R,3572,5,4
cyber,2,侵入,shell,1,复制,L,3594,4,4
chest,3,财宝炮击,cyber,3,智能AI,R,4611,4,5
cyber,3,智能AI,headless,2,万千触须,R,4931,4,4
chest,2,财宝风暴,crystal,1,水晶壁垒,L,4099,3,6
crystal,1,水晶壁垒,headless,1,恐吓,R,3538,4,6
chest,2,财宝风暴,crystal,2,碎晶爆破,L,3183,3,3
crystal,2,碎晶爆破,headless,1,恐吓,R,3238,3,5
chest,3,财宝炮击,crystal,3,水晶球,R,3268,3,5
crystal,3,水晶球,headless,2,万千触须,R,3065,4,3
space,2,星波,chest,1,清点财宝,L,2983,4,4
chest,1,清点财宝,shell,1,复制,L,3686,6,4
hiding,2,防御,chest,2,财宝风暴,R,3297,3,6
chest,3,财宝炮击,space,1,虫洞,R,3916,3,7
headless,3,灵魂打击,chest,3,财宝炮击,R,3537,4,5
space,1,虫洞,hiding,3,强化随从,R,3969,6,10
hiding,1,缩头,space,2,星波,R,3773,3,6
space,2,星波,shell,3,暗影,R,3862,5,4
shell,2,吸收,space,3,扭曲空间,L,3474,6,4
hiding,1,缩头,shell,2,吸收,L,3841,6,6
shell,3,暗影,hiding,2,防御,R,3891,4,6
headless,1,恐吓,headless,3,灵魂打击,R,3094,3,4
