左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
ninja,3,背刺,headless,1,恐吓,L,3314,5,4
ghost,1,幽冥突袭,two_head,1,灵能冲击/锤击,R,3425,6,6
two_head,1,灵能冲击/锤击,fortune,3,招财进宝,R,3412,3,8
gambler,2,赌注,two_head,1,灵能冲击/锤击,L,2601,5,3
two_head,1,灵能冲击/锤击,candy,1,糖果锤,R,2980,3,5
line,3,墨水炸弹,two_head,1,灵能冲击/锤击,R,3634,5,6
two_head,1,灵能冲击/锤击,lava,2,岩浆涌动,R,3427,4,4
chest,1,清点财宝,two_head,1,灵能冲击/锤击,R,3341,5,6
two_head,1,灵能冲击/锤击,hiding,3,强化随从,R,2950,4,7
ghost,1,幽冥突袭,two_head,2,精神干扰/吸收,L,3448,6,5
two_head,2,精神干扰/吸收,fortune,3,招财进宝,R,4368,7,11
gambler,2,赌注,two_head,2,精神干扰/吸收,L,3028,6,5
two_head,2,精神干扰/吸收,candy,1,糖果锤,R,3411,5,6
line,3,墨水炸弹,two_head,2,精神干扰/吸收,R,3912,5,7
two_head,2,精神干扰/吸收,lava,2,岩浆涌动,R,3632,4,4
chest,1,清点财宝,two_head,2,精神干扰/吸收,R,3350,3,6
two_head,2,精神干扰/吸收,hiding,3,强化随从,R,3335,5,8
ghost,2,灵魂风暴,two_head,3,融合,L,2566,6,3
two_head,3,融合,dice,1,孤注一掷,R,3187,4,7
gambler,3,命运之轮,two_head,3,融合,R,3299,4,5
two_head,3,融合,candy,2,糖衣炮弹,R,3877,4,4
lightning,1,涌动,two_head,3,融合,L,3449,6,4
two_head,3,融合,lava,3,熔岩爆发,R,3456,4,7
chest,2,财宝风暴,two_head,3,融合,R,3791,4,6
two_head,3,融合,headless,1,恐吓,R,3331,4,6
diamond,1,坚不可摧,ghost,1,幽冥突袭,R,3701,4,7
ghost,1,幽冥突袭,dice,3,稳定骰子,L,2907,6,2
hunter,2,隐蔽,ghost,1,幽冥突袭,R,4144,8,8
ghost,1,幽冥突袭,bubble,1,泡泡盾,L,3354,7,5
lightning,3,雷盾,ghost,1,幽冥突袭,R,2700,4,5
ghost,1,幽冥突袭,cyber,2,侵入,R,4455,7,3
space,1,虫洞,ghost,1,幽冥突袭,R,3089,4,6
ghost,1,幽冥突袭,headless,3,灵魂打击,R,3114,4,4
fortune,1,骰子,ghost,2,灵魂风暴,R,2329,2,5
ghost,2,灵魂风暴,rainbow,3,反射,L,2400,5,3
pirate,2,朗姆酒,ghost,2,灵魂风暴,R,2561,2,5
ghost,2,灵魂风暴,line,1,连笔,L,2547,5,4
phoenix,3,强化涅槃,ghost,2,灵魂风暴,R,2841,4,6
ghost,2,灵魂风暴,crystal,2,碎晶爆破,L,2318,5,3
hiding,1,缩头,ghost,2,灵魂风暴,R,2547,2,5
ghost,2,灵魂风暴,shell,3,暗影,R,3500,4,5
dice,2,命运骰子,ghost,3,虚化,R,3212,3,4
ghost,3,虚化,hunter,1,精准射击,R,2783,4,5
candy,3,糖果炸弹,ghost,3,虚化,L,3305,4,4
ghost,3,虚化,lightning,2,雷暴,R,2916,4,4
cyber,1,能量大炮,ghost,3,虚化,R,3976,3,6
ghost,3,虚化,chest,3,财宝炮击,R,3345,4,4
headless,2,万千触须,ghost,3,虚化,L,3434,2,5
diamond,1,坚不可摧,fortune,2,梭哈,L,3447,6,2
gambler,1,万能牌,diamond,1,坚不可摧,L,4203,7,6
diamond,1,坚不可摧,pirate,3,海盗船,R,4122,6,6
line,2,画龙点睛,diamond,1,坚不可摧,L,3858,6,6
diamond,1,坚不可摧,lava,1,地裂,R,3968,5,5
crystal,3,水晶球,diamond,1,坚不可摧,R,3808,5,7
diamond,1,坚不可摧,hiding,2,防御,R,3682,5,5
diamond,3,钻石冲撞,diamond,2,钻石滚球,L,3648,5,5
diamond,2,钻石滚球,rainbow,2,全色风暴,R,3682,4,6
pirate,1,火炮齐射,diamond,2,钻石滚球,L,2734,5,3
diamond,2,钻石滚球,bubble,3,泡泡爆破,L,3476,2,5
phoenix,2,烫伤,diamond,2,钻石滚球,R,3169,5,5
diamond,2,钻石滚球,crystal,1,水晶壁垒,L,4272,6,4
space,3,扭曲空间,diamond,2,钻石滚球,R,2773,3,4
diamond,2,钻石滚球,shell,2,吸收,R,3460,4,7
rainbow,1,棱镜护盾,diamond,3,钻石冲撞,R,3382,7,7
diamond,3,钻石冲撞,hunter,3,狩猎弹幕,L,2821,5,4
bubble,2,泡泡束缚,diamond,3,钻石冲撞,R,3307,7,5
diamond,3,钻石冲撞,phoenix,1,熔岩盾,L,3230,6,5
cyber,3,智能AI,diamond,3,钻石冲撞,R,4852,4,8
diamond,3,钻石冲撞,space,2,星波,L,3035,5,4
shell,1,复制,diamond,3,钻石冲撞,R,3184,4,7
fortune,1,骰子,rainbow,1,棱镜护盾,R,3970,8,14
hunter,3,狩猎弹幕,fortune,1,骰子,L,2912,5,6
fortune,1,骰子,bubble,2,泡泡束缚,R,3569,4,8
phoenix,1,熔岩盾,fortune,1,骰子,L,3439,7,7
fortune,1,骰子,cyber,3,智能AI,R,4860,9,5
space,2,星波,fortune,1,骰子,L,3369,4,6
fortune,1,骰子,shell,1,复制,L,3887,7,4
rainbow,2,全色风暴,fortune,2,梭哈,L,3077,5,2
fortune,2,梭哈,pirate,1,火炮齐射,R,2292,2,5
bubble,3,泡泡爆破,fortune,2,梭哈,L,2997,6,2
fortune,2,梭哈,phoenix,2,烫伤,R,2712,2,5
crystal,1,水晶壁垒,fortune,2,梭哈,R,3934,5,2
fortune,2,梭哈,space,3,扭曲空间,R,2992,2,4
shell,2,吸收,fortune,2,梭哈,L,2974,6,2
fortune,3,招财进宝,gambler,1,万能牌,R,3724,6,7
pirate,3,海盗船,fortune,3,招财进宝,L,3641,4,4
fortune,3,招财进宝,line,2,画龙点睛,L,3449,8,5
lava,1,地裂,fortune,3,招财进宝,L,3966,5,8
fortune,3,招财进宝,crystal,3,水晶球,R,2881,4,6
hiding,2,防御,fortune,3,招财进宝,L,3201,5,4
dice,1,孤注一掷,dice,2,命运骰子,R,2498,2,5
hunter,1,精准射击,dice,1,孤注一掷,R,2562,4,5
dice,1,孤注一掷,candy,3,糖果炸弹,R,2804,3,5
lightning,2,雷暴,dice,1,孤注一掷,R,2581,3,5
dice,1,孤注一掷,cyber,1,能量大炮,R,4033,4,4
chest,3,财宝炮击,dice,1,孤注一掷,R,2952,2,6
dice,1,孤注一掷,headless,2,万千触须,R,3231,4,3
rainbow,3,反射,dice,2,命运骰子,R,2725,3,6
dice,2,命运骰子,pirate,2,朗姆酒,R,3261,5,5
line,1,连笔,dice,2,命运骰子,R,2511,4,5
dice,2,命运骰子,phoenix,3,强化涅槃,L,3024,6,4
crystal,2,碎晶爆破,dice,2,命运骰子,R,2891,3,6
dice,2,命运骰子,hiding,1,缩头,R,3143,4,5
shell,3,暗影,dice,2,命运骰子,L,3495,5,4
dice,3,稳定骰子,hunter,2,隐蔽,R,3639,2,8
bubble,1,泡泡盾,dice,3,稳定骰子,R,2636,4,4
dice,3,稳定骰子,lightning,3,雷盾,L,2589,4,4
cyber,2,侵入,dice,3,稳定骰子,L,3802,2,3
dice,3,稳定骰子,space,1,虫洞,R,2926,2,4
headless,3,灵魂打击,dice,3,稳定骰子,L,2834,4,2
rainbow,1,棱镜护盾,gambler,3,命运之轮,L,3281,10,4
candy,2,糖衣炮弹,rainbow,1,棱镜护盾,L,2839,5,7
rainbow,1,棱镜护盾,lightning,1,涌动,L,3528,10,5
lava,3,熔岩爆发,rainbow,1,棱镜护盾,L,3300,7,6
rainbow,1,棱镜护盾,chest,2,财宝风暴,R,3190,6,6
headless,1,恐吓,rainbow,1,棱镜护盾,L,3484,6,5
rainbow,2,全色风暴,gambler,2,赌注,R,3256,2,6
candy,1,糖果锤,rainbow,2,全色风暴,L,3190,6,3
rainbow,2,全色风暴,line,3,墨水炸弹,R,3372,3,6
lava,2,岩浆涌动,rainbow,2,全色风暴,R,3621,4,6
rainbow,2,全色风暴,chest,1,清点财宝,R,3322,4,6
hiding,3,强化随从,rainbow,2,全色风暴,L,3584,7,5
rainbow,3,反射,gambler,2,赌注,R,2486,2,5
candy,1,糖果锤,rainbow,3,反射,R,3211,4,3
rainbow,3,反射,line,3,墨水炸弹,L,2877,4,4
lava,2,岩浆涌动,rainbow,3,反射,L,3400,4,3
rainbow,3,反射,chest,1,清点财宝,R,4047,5,5
hiding,3,强化随从,rainbow,3,反射,R,3125,6,5
gambler,1,万能牌,gambler,3,命运之轮,L,3009,6,4
candy,2,糖衣炮弹,gambler,1,万能牌,L,3217,5,6
gambler,1,万能牌,lightning,1,涌动,R,3735,7,7
lava,3,熔岩爆发,gambler,1,万能牌,R,3857,5,7
gambler,1,万能牌,chest,2,财宝风暴,L,3756,9,6
headless,1,恐吓,gambler,1,万能牌,L,3686,4,7
gambler,2,赌注,hunter,2,隐蔽,L,3120,6,5
bubble,1,泡泡盾,gambler,2,赌注,R,3331,5,7
gambler,2,赌注,lightning,3,雷盾,L,2867,5,4
cyber,2,侵入,gambler,2,赌注,R,3737,2,7
gambler,2,赌注,space,1,虫洞,L,3035,6,4
headless,3,灵魂打击,gambler,2,赌注,R,2601,2,5
gambler,3,命运之轮,pirate,2,朗姆酒,R,3383,3,5
line,1,连笔,gambler,3,命运之轮,L,3038,6,4
gambler,3,命运之轮,phoenix,3,强化涅槃,R,3232,4,5
crystal,2,碎晶爆破,gambler,3,命运之轮,L,3128,5,4
gambler,3,命运之轮,hiding,1,缩头,R,3041,4,5
shell,3,暗影,gambler,3,命运之轮,L,3184,5,3
hunter,1,精准射击,candy,3,糖果炸弹,L,2890,6,4
lightning,2,雷暴,hunter,1,精准射击,R,2532,3,5
hunter,1,精准射击,cyber,1,能量大炮,L,3828,7,4
chest,3,财宝炮击,hunter,1,精准射击,R,3046,2,6
hunter,1,精准射击,headless,2,万千触须,R,3398,5,3
pirate,3,海盗船,hunter,2,隐蔽,L,3628,4,7
hunter,2,隐蔽,line,2,画龙点睛,R,3244,5,4
lava,1,地裂,hunter,2,隐蔽,L,3413,4,6
hunter,2,隐蔽,crystal,3,水晶球,R,4160,8,6
hiding,2,防御,hunter,2,隐蔽,R,5072,6,11
hunter,3,狩猎弹幕,pirate,1,火炮齐射,R,2504,3,5
bubble,3,泡泡爆破,hunter,3,狩猎弹幕,R,2946,4,6
hunter,3,狩猎弹幕,phoenix,2,烫伤,R,3260,5,7
crystal,1,水晶壁垒,hunter,3,狩猎弹幕,R,3339,4,5
hunter,3,狩猎弹幕,space,3,扭曲空间,L,3352,5,4
shell,2,吸收,hunter,3,狩猎弹幕,R,3237,4,5
pirate,1,火炮齐射,bubble,2,泡泡束缚,L,3029,5,6
phoenix,1,熔岩盾,pirate,1,火炮齐射,R,3088,5,6
pirate,1,火炮齐射,cyber,3,智能AI,R,4485,6,4
space,2,星波,pirate,1,火炮齐射,R,2535,3,5
pirate,1,火炮齐射,shell,1,复制,L,2773,6,3
bubble,2,泡泡束缚,pirate,2,朗姆酒,L,4285,10,5
pirate,2,朗姆酒,phoenix,1,熔岩盾,R,4357,5,8
cyber,3,智能AI,pirate,2,朗姆酒,L,5127,4,7
pirate,2,朗姆酒,space,2,星波,L,3542,4,5
shell,1,复制,pirate,2,朗姆酒,L,4033,4,5
pirate,3,海盗船,bubble,3,泡泡爆破,L,3146,4,5
phoenix,2,烫伤,pirate,3,海盗船,L,3543,6,4
pirate,3,海盗船,crystal,1,水晶壁垒,L,3748,5,5
space,3,扭曲空间,pirate,3,海盗船,R,3226,4,5
pirate,3,海盗船,shell,2,吸收,R,3441,3,7
line,2,画龙点睛,candy,1,糖果锤,R,2991,3,4
candy,1,糖果锤,lava,1,地裂,R,3003,4,5
crystal,3,水晶球,candy,1,糖果锤,R,2840,4,6
candy,1,糖果锤,hiding,2,防御,R,3203,5,5
candy,3,糖果炸弹,candy,2,糖衣炮弹,R,2796,3,4
candy,2,糖衣炮弹,lightning,2,雷暴,L,2995,5,4
cyber,1,能量大炮,candy,2,糖衣炮弹,R,3804,3,5
candy,2,糖衣炮弹,chest,3,财宝炮击,L,3290,4,4
headless,2,万千触须,candy,2,糖衣炮弹,R,3683,3,3
candy,3,糖果炸弹,line,1,连笔,L,3319,3,6
phoenix,3,强化涅槃,candy,3,糖果炸弹,R,3490,5,6
candy,3,糖果炸弹,crystal,2,碎晶爆破,R,3345,4,3
hiding,1,缩头,candy,3,糖果炸弹,L,3544,4,5
candy,3,糖果炸弹,shell,3,暗影,R,4009,6,6
lightning,3,雷盾,bubble,1,泡泡盾,R,4018,8,7
bubble,1,泡泡盾,cyber,2,侵入,R,4042,6,4
space,1,虫洞,bubble,1,泡泡盾,L,3705,6,5
bubble,1,泡泡盾,headless,3,灵魂打击,R,2589,3,4
lightning,1,涌动,bubble,2,泡泡束缚,R,3478,5,8
bubble,2,泡泡束缚,lava,3,熔岩爆发,R,3944,9,6
chest,2,财宝风暴,bubble,2,泡泡束缚,R,3440,3,8
bubble,2,泡泡束缚,headless,1,恐吓,R,3573,7,5
line,3,墨水炸弹,bubble,3,泡泡爆破,R,3687,5,6
bubble,3,泡泡爆破,lava,2,岩浆涌动,R,3364,5,4
chest,1,清点财宝,bubble,3,泡泡爆破,L,3451,6,5
bubble,3,泡泡爆破,hiding,3,强化随从,R,3005,4,7
line,3,墨水炸弹,line,1,连笔,R,3104,4,6
line,1,连笔,lava,2,岩浆涌动,R,3318,5,4
chest,1,清点财宝,line,1,连笔,R,2824,3,4
line,1,连笔,hiding,3,强化随从,R,3079,5,8
lightning,1,涌动,line,2,画龙点睛,R,3204,4,5
line,2,画龙点睛,lava,3,熔岩爆发,R,3054,4,6
chest,2,财宝风暴,line,2,画龙点睛,L,2676,3,3
line,2,画龙点睛,headless,1,恐吓,R,3036,4,5
lightning,3,雷盾,line,3,墨水炸弹,R,3146,5,5
line,3,墨水炸弹,cyber,2,侵入,R,4003,5,4
space,1,虫洞,line,3,墨水炸弹,R,3344,5,5
line,3,墨水炸弹,headless,3,灵魂打击,R,2515,3,4
phoenix,3,强化涅槃,lightning,1,涌动,L,3524,5,5
lightning,1,涌动,crystal,2,碎晶爆破,L,2797,5,3
hiding,1,缩头,lightning,1,涌动,L,3270,4,4
lightning,1,涌动,shell,3,暗影,R,3672,3,4
cyber,1,能量大炮,lightning,2,雷暴,R,4173,4,6
lightning,2,雷暴,chest,3,财宝炮击,R,3477,5,5
headless,2,万千触须,lightning,2,雷暴,R,3307,2,6
lightning,3,雷盾,lava,1,地裂,R,3520,6,6
crystal,3,水晶球,lightning,3,雷盾,L,3165,6,5
lightning,3,雷盾,hiding,2,防御,R,3414,5,5
phoenix,2,烫伤,phoenix,1,熔岩盾,R,3660,6,7
phoenix,1,熔岩盾,crystal,1,水晶壁垒,L,3200,7,4
space,3,扭曲空间,phoenix,1,熔岩盾,R,3708,4,8
phoenix,1,熔岩盾,shell,2,吸收,L,4060,9,7
cyber,3,智能AI,phoenix,2,烫伤,R,4058,3,7
phoenix,2,烫伤,space,2,星波,L,3491,6,5
shell,1,复制,phoenix,2,烫伤,R,2982,3,5
phoenix,3,强化涅槃,cyber,3,智能AI,R,4865,6,4
space,2,星波,phoenix,3,强化涅槃,R,3645,5,5
phoenix,3,强化涅槃,shell,1,复制,L,2988,5,3
crystal,1,水晶壁垒,lava,1,地裂,R,3399,4,5
lava,1,地裂,space,3,扭曲空间,R,3191,4,4
shell,2,吸收,lava,1,地裂,R,3336,5,5
lava,2,岩浆涌动,crystal,3,水晶球,R,3394,3,6
hiding,2,防御,lava,2,岩浆涌动,L,3537,5,3
lava,3,熔岩爆发,cyber,1,能量大炮,R,4179,6,5
chest,3,财宝炮击,lava,3,熔岩爆发,R,3034,3,6
lava,3,熔岩爆发,headless,2,万千触须,R,3612,4,2
crystal,2,碎晶爆破,cyber,1,能量大炮,R,3006,4,5
cyber,1,能量大炮,hiding,1,缩头,L,4934,4,6
shell,3,暗影,cyber,1,能量大炮,R,3864,4,4
cyber,2,侵入,space,1,虫洞,L,4271,3,7
headless,3,灵魂打击,cyber,2,侵入,R,3500,3,4
cyber,3,智能AI,chest,2,财宝风暴,L,4457,3,7
headless,1,恐吓,cyber,3,智能AI,R,4403,4,5
crystal,1,水晶壁垒,chest,1,清点财宝,R,3805,5,7
hiding,3,强化随从,crystal,1,水晶壁垒,L,3445,8,4
crystal,2,碎晶爆破,chest,1,清点财宝,R,3658,4,7
hiding,3,强化随从,crystal,2,碎晶爆破,L,3245,4,5
crystal,3,水晶球,chest,2,财宝风暴,R,2525,4,5
headless,1,恐吓,crystal,3,水晶球,L,3176,4,3
chest,1,清点财宝,space,1,虫洞,R,3314,5,6
headless,3,灵魂打击,chest,1,清点财宝,L,3541,5,4
chest,2,财宝风暴,hiding,1,缩头,L,2699,5,3
shell,3,暗影,chest,2,财宝风暴,R,2964,3,5
chest,3,财宝炮击,headless,2,万千触须,R,3003,3,3
hiding,2,防御,space,1,虫洞,R,4033,5,6
space,2,星波,space,3,扭曲空间,R,3120,4,4
shell,2,吸收,space,2,星波,R,3283,5,4
space,3,扭曲空间,shell,1,复制,L,3080,4,3
shell,1,复制,hiding,1,缩头,R,3383,4,5
hiding,2,防御,shell,2,吸收,L,3614,5,6
headless,2,万千触须,headless,1,恐吓,R,3786,2,6
