左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
gambler,2,赌注,chest,1,清点财宝,R,3386,5,4
hiding,3,强化随从,gambler,2,赌注,R,2743,4,5
gambler,3,命运之轮,hunter,2,隐蔽,R,3665,5,8
bubble,1,泡泡盾,gambler,3,命运之轮,L,3436,6,5
gambler,3,命运之轮,lightning,3,雷盾,L,3655,5,5
cyber,2,侵入,gambler,3,命运之轮,L,3294,5,4
gambler,3,命运之轮,space,1,虫洞,R,3195,4,5
headless,3,灵魂打击,gambler,3,命运之轮,L,2613,4,3
hunter,1,精准射击,pirate,3,海盗船,L,4241,9,3
line,2,画龙点睛,hunter,1,精准射击,R,3049,4,7
hunter,1,精准射击,lava,1,地裂,L,3298,6,4
crystal,3,水晶球,hunter,1,精准射击,R,3033,3,6
hunter,1,精准射击,hiding,2,防御,R,3466,6,5
hunter,3,狩猎弹幕,hunter,2,隐蔽,L,4016,7,8
hunter,2,隐蔽,bubble,2,泡泡束缚,R,3640,6,8
phoenix,1,熔岩盾,hunter,2,隐蔽,L,3680,8,7
hunter,2,隐蔽,cyber,3,智能AI,R,4828,8,6
space,2,星波,hunter,2,隐蔽,R,4085,6,9
hunter,2,隐蔽,shell,1,复制,R,4186,7,6
candy,3,糖果炸弹,hunter,3,狩猎弹幕,L,3348,3,5
hunter,3,狩猎弹幕,lightning,2,雷暴,L,3174,6,4
cyber,1,能量大炮,hunter,3,狩猎弹幕,R,4401,4,8
hunter,3,狩猎弹幕,chest,3,财宝炮击,R,3266,5,4
headless,2,万千触须,hunter,3,狩猎弹幕,R,3200,2,6
pirate,1,火炮齐射,candy,2,糖衣炮弹,R,2629,3,3
lightning,1,涌动,pirate,1,火炮齐射,R,2968,4,6
pirate,1,火炮齐射,lava,3,熔岩爆发,L,2730,4,4
chest,2,财宝风暴,pirate,1,火炮齐射,R,2498,3,5
pirate,1,火炮齐射,headless,1,恐吓,R,3090,3,5
candy,2,糖衣炮弹,pirate,2,朗姆酒,L,2552,4,3
pirate,2,朗姆酒,lightning,1,涌动,L,3638,5,5
lava,3,熔岩爆发,pirate,2,朗姆酒,L,3778,6,5
pirate,2,朗姆酒,chest,2,财宝风暴,R,3344,4,6
headless,1,恐吓,pirate,2,朗姆酒,L,3652,6,4
pirate,3,海盗船,candy,3,糖果炸弹,R,3413,3,6
lightning,2,雷暴,pirate,3,海盗船,R,3396,4,6
pirate,3,海盗船,cyber,1,能量大炮,R,4232,4,5
chest,3,财宝炮击,pirate,3,海盗船,R,3445,4,3
pirate,3,海盗船,headless,2,万千触须,R,3737,4,4
bubble,2,泡泡束缚,candy,1,糖果锤,R,3145,6,6
candy,1,糖果锤,phoenix,1,熔岩盾,R,3603,4,8
cyber,3,智能AI,candy,1,糖果锤,R,4871,4,8
candy,1,糖果锤,space,2,星波,L,3521,4,5
shell,1,复制,candy,1,糖果锤,L,3511,5,4
candy,2,糖衣炮弹,line,2,画龙点睛,L,2700,4,3
lava,1,地裂,candy,2,糖衣炮弹,R,2783,3,3
candy,2,糖衣炮弹,crystal,3,水晶球,L,2754,4,4
hiding,2,防御,candy,2,糖衣炮弹,R,3261,4,5
candy,3,糖果炸弹,bubble,1,泡泡盾,L,2694,5,3
lightning,3,雷盾,candy,3,糖果炸弹,R,2670,3,5
candy,3,糖果炸弹,cyber,2,侵入,R,3076,4,5
space,1,虫洞,candy,3,糖果炸弹,R,2903,4,6
candy,3,糖果炸弹,headless,3,灵魂打击,R,2855,3,4
line,3,墨水炸弹,bubble,1,泡泡盾,R,3315,5,6
bubble,1,泡泡盾,lava,2,岩浆涌动,R,4160,6,4
chest,1,清点财宝,bubble,1,泡泡盾,L,3697,6,5
bubble,1,泡泡盾,hiding,3,强化随从,R,3889,6,10
line,1,连笔,bubble,2,泡泡束缚,R,3041,5,7
bubble,2,泡泡束缚,phoenix,3,强化涅槃,R,2944,6,5
crystal,2,碎晶爆破,bubble,2,泡泡束缚,R,2898,3,7
bubble,2,泡泡束缚,hiding,1,缩头,R,4486,10,6
shell,3,暗影,bubble,2,泡泡束缚,L,3238,3,6
bubble,3,泡泡爆破,phoenix,2,烫伤,R,2317,3,4
crystal,1,水晶壁垒,bubble,3,泡泡爆破,R,3868,5,8
bubble,3,泡泡爆破,space,3,扭曲空间,R,3586,6,5
shell,2,吸收,bubble,3,泡泡爆破,L,3337,7,5
line,1,连笔,phoenix,2,烫伤,R,2880,5,6
crystal,1,水晶壁垒,line,1,连笔,R,3166,4,6
line,1,连笔,space,3,扭曲空间,R,3076,5,4
shell,2,吸收,line,1,连笔,L,3676,7,6
line,2,画龙点睛,phoenix,3,强化涅槃,R,3163,4,5
crystal,2,碎晶爆破,line,2,画龙点睛,R,3080,3,5
line,2,画龙点睛,hiding,1,缩头,L,4633,7,6
shell,3,暗影,line,2,画龙点睛,L,3200,5,4
line,3,墨水炸弹,lava,2,岩浆涌动,R,3741,4,4
chest,1,清点财宝,line,3,墨水炸弹,R,2940,3,5
line,3,墨水炸弹,hiding,3,强化随从,R,3964,5,10
lightning,3,雷盾,lightning,1,涌动,R,2984,4,5
lightning,1,涌动,cyber,2,侵入,R,3307,4,5
space,1,虫洞,lightning,1,涌动,L,3037,6,4
lightning,1,涌动,headless,3,灵魂打击,R,2896,4,4
lava,1,地裂,lightning,2,雷暴,R,3368,4,6
lightning,2,雷暴,crystal,3,水晶球,R,3599,5,5
hiding,2,防御,lightning,2,雷暴,L,3825,5,5
lightning,3,雷盾,phoenix,1,熔岩盾,R,3312,4,7
cyber,3,智能AI,lightning,3,雷盾,L,4797,4,7
lightning,3,雷盾,space,2,星波,R,2926,4,5
shell,1,复制,lightning,3,雷盾,L,3663,5,5
phoenix,1,熔岩盾,cyber,1,能量大炮,R,4236,7,4
chest,3,财宝炮击,phoenix,1,熔岩盾,R,3092,2,7
phoenix,1,熔岩盾,headless,2,万千触须,L,3488,7,3
lava,3,熔岩爆发,phoenix,2,烫伤,R,2748,4,5
phoenix,2,烫伤,chest,2,财宝风暴,L,2676,5,4
headless,1,恐吓,phoenix,2,烫伤,R,2428,2,5
phoenix,3,强化涅槃,lava,3,熔岩爆发,L,3172,4,5
chest,2,财宝风暴,phoenix,3,强化涅槃,R,2988,3,5
phoenix,3,强化涅槃,headless,1,恐吓,L,2797,4,3
cyber,1,能量大炮,lava,1,地裂,L,3938,6,5
lava,1,地裂,chest,3,财宝炮击,R,3128,4,4
headless,2,万千触须,lava,1,地裂,R,4080,3,6
lava,2,岩浆涌动,cyber,3,智能AI,R,4178,3,4
space,2,星波,lava,2,岩浆涌动,L,3462,5,3
lava,2,岩浆涌动,shell,1,复制,R,3833,4,6
crystal,3,水晶球,lava,3,熔岩爆发,R,2948,4,5
lava,3,熔岩爆发,hiding,2,防御,L,4333,8,5
cyber,2,侵入,cyber,1,能量大炮,L,5506,6,4
cyber,1,能量大炮,space,1,虫洞,L,4240,5,5
headless,3,灵魂打击,cyber,1,能量大炮,R,4383,3,4
cyber,2,侵入,chest,1,清点财宝,L,3689,6,6
hiding,3,强化随从,cyber,2,侵入,R,3969,6,6
cyber,3,智能AI,crystal,2,碎晶爆破,L,3324,5,3
hiding,1,缩头,cyber,3,智能AI,R,5081,5,5
cyber,3,智能AI,shell,3,暗影,R,4494,4,6
space,3,扭曲空间,crystal,1,水晶壁垒,L,3728,5,5
crystal,1,水晶壁垒,shell,2,吸收,R,3580,5,8
space,3,扭曲空间,crystal,2,碎晶爆破,L,3187,4,3
crystal,2,碎晶爆破,shell,2,吸收,R,3141,3,7
hiding,1,缩头,crystal,3,水晶球,L,3666,3,7
crystal,3,水晶球,shell,3,暗影,R,3858,5,6
hiding,3,强化随从,chest,1,清点财宝,L,4265,10,7
chest,2,财宝风暴,space,1,虫洞,R,2851,3,5
headless,3,灵魂打击,chest,2,财宝风暴,R,3564,3,4
chest,3,财宝炮击,hiding,2,防御,L,4061,6,5
space,2,星波,space,1,虫洞,L,3246,4,5
space,1,虫洞,shell,1,复制,R,4057,7,4
headless,2,万千触须,space,2,星波,L,3189,3,3
space,3,扭曲空间,headless,1,恐吓,R,3118,3,5
headless,1,恐吓,hiding,1,缩头,L,3271,5,3
hiding,2,防御,headless,2,万千触须,R,4355,5,4
shell,1,复制,hiding,3,强化随从,L,3767,4,8
headless,2,万千触须,headless,3,灵魂打击,R,3291,3,4
