左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
stone,1,岩石护盾,rainbow,1,棱镜护盾,L,3586,6,9
hunter,3,狩猎弹幕,stone,1,岩石护盾,L,3469,7,5
stone,1,岩石护盾,bubble,2,泡泡束缚,R,4026,5,10
phoenix,1,熔岩盾,stone,1,岩石护盾,L,2420,5,4
stone,1,岩石护盾,cyber,3,智能AI,R,5262,7,6
space,2,星波,stone,1,岩石护盾,R,2843,4,4
stone,1,岩石护盾,shell,1,复制,R,3786,5,6
angel,2,平等,stone,2,磐石之躯,L,3883,9,6
stone,2,磐石之躯,two_head,1,灵能冲击/锤击,L,3361,7,5
diamond,3,钻石冲撞,stone,2,磐石之躯,R,3921,5,7
stone,2,磐石之躯,rainbow,2,全色风暴,L,3128,8,3
pirate,1,火炮齐射,stone,2,磐石之躯,R,3206,4,7
stone,2,磐石之躯,bubble,3,泡泡爆破,L,4149,7,6
phoenix,2,烫伤,stone,2,磐石之躯,L,2256,4,4
stone,2,磐石之躯,crystal,1,水晶壁垒,L,3421,6,4
space,3,扭曲空间,stone,2,磐石之躯,L,3192,4,4
stone,2,磐石之躯,shell,2,吸收,R,3263,7,6
ice,1,冰霜,stone,3,嘲讽,R,3303,5,5
stone,3,嘲讽,two_head,3,融合,L,3576,5,4
fortune,2,梭哈,stone,3,嘲讽,R,2773,1,4
stone,3,嘲讽,gambler,1,万能牌,L,3485,5,6
pirate,3,海盗船,stone,3,嘲讽,R,4168,4,5
stone,3,嘲讽,line,2,画龙点睛,L,2980,4,4
lava,1,地裂,stone,3,嘲讽,L,3749,5,4
stone,3,嘲讽,crystal,3,水晶球,L,3167,5,5
hiding,2,防御,stone,3,嘲讽,R,3835,4,6
bamboo,1,自然恢复,bamboo,2,竹击,R,3370,4,5
ninja,1,手里剑,bamboo,1,自然恢复,L,2936,5,3
bamboo,1,自然恢复,ghost,3,虚化,R,2672,2,5
dice,2,命运骰子,bamboo,1,自然恢复,R,2976,3,5
bamboo,1,自然恢复,hunter,1,精准射击,R,3141,3,6
candy,3,糖果炸弹,bamboo,1,自然恢复,L,2761,5,3
bamboo,1,自然恢复,lightning,2,雷暴,L,3596,6,5
cyber,1,能量大炮,bamboo,1,自然恢复,L,4327,5,6
bamboo,1,自然恢复,chest,3,财宝炮击,R,3523,3,5
headless,2,万千触须,bamboo,1,自然恢复,R,3566,2,6
bamboo,2,竹击,angel,3,飞升,L,3071,4,6
two_head,2,精神干扰/吸收,bamboo,2,竹击,R,2986,3,5
bamboo,2,竹击,fortune,1,骰子,L,3617,5,6
rainbow,3,反射,bamboo,2,竹击,L,3041,5,3
bamboo,2,竹击,pirate,2,朗姆酒,R,4284,5,6
line,1,连笔,bamboo,2,竹击,R,2891,4,4
bamboo,2,竹击,phoenix,3,强化涅槃,R,2470,2,4
crystal,2,碎晶爆破,bamboo,2,竹击,R,3155,3,5
bamboo,2,竹击,hiding,1,缩头,L,3964,6,5
shell,3,暗影,bamboo,2,竹击,L,3023,4,3
bamboo,3,竹刺阵,ninja,2,炸弹,R,2250,2,4
diamond,1,坚不可摧,bamboo,3,竹刺阵,R,3024,4,5
bamboo,3,竹刺阵,dice,3,稳定骰子,L,2376,3,2
hunter,2,隐蔽,bamboo,3,竹刺阵,R,3897,7,3
bamboo,3,竹刺阵,bubble,1,泡泡盾,R,3436,3,6
lightning,3,雷盾,bamboo,3,竹刺阵,R,3229,4,4
bamboo,3,竹刺阵,cyber,2,侵入,R,3648,2,6
space,1,虫洞,bamboo,3,竹刺阵,L,3406,6,2
bamboo,3,竹刺阵,headless,3,灵魂打击,R,3056,3,4
ice,3,团队护盾,angel,1,祝福,R,4216,6,10
angel,1,祝福,ghost,2,灵魂风暴,R,2396,4,5
dice,1,孤注一掷,angel,1,祝福,R,3043,2,7
angel,1,祝福,gambler,3,命运之轮,L,3792,9,5
candy,2,糖衣炮弹,angel,1,祝福,L,3203,5,6
angel,1,祝福,lightning,1,涌动,L,3933,9,6
lava,3,熔岩爆发,angel,1,祝福,R,4121,6,9
angel,1,祝福,chest,2,财宝风暴,R,2937,5,6
headless,1,恐吓,angel,1,祝福,L,3364,5,6
angel,2,平等,ice,2,冰封,L,3388,9,7
ghost,1,幽冥突袭,angel,2,平等,L,3135,6,7
angel,2,平等,fortune,3,招财进宝,L,2825,8,3
gambler,2,赌注,angel,2,平等,R,2834,4,8
angel,2,平等,candy,1,糖果锤,R,3046,6,4
line,3,墨水炸弹,angel,2,平等,R,2728,3,8
angel,2,平等,lava,2,岩浆涌动,L,2872,8,3
chest,1,清点财宝,angel,2,平等,R,2535,2,7
angel,2,平等,hiding,3,强化随从,L,2998,7,6
ice,2,冰封,angel,3,飞升,R,3931,8,7
angel,3,飞升,ghost,1,幽冥突袭,R,2541,4,5
fortune,3,招财进宝,angel,3,飞升,R,3504,3,8
angel,3,飞升,gambler,2,赌注,R,2597,4,5
candy,1,糖果锤,angel,3,飞升,L,2620,5,4
angel,3,飞升,line,3,墨水炸弹,L,3541,8,5
lava,2,岩浆涌动,angel,3,飞升,R,3114,3,7
angel,3,飞升,chest,1,清点财宝,R,4016,7,8
hiding,3,强化随从,angel,3,飞升,L,3864,10,7
ice,1,冰霜,ice,3,团队护盾,R,3486,5,6
ghost,2,灵魂风暴,ice,1,冰霜,L,2564,5,4
ice,1,冰霜,dice,1,孤注一掷,R,3272,5,5
gambler,3,命运之轮,ice,1,冰霜,R,4128,5,7
ice,1,冰霜,candy,2,糖衣炮弹,R,2804,4,4
lightning,1,涌动,ice,1,冰霜,L,4123,6,6
ice,1,冰霜,lava,3,熔岩爆发,R,3524,5,6
chest,2,财宝风暴,ice,1,冰霜,R,4649,3,8
ice,1,冰霜,headless,1,恐吓,R,3282,5,5
ninja,2,炸弹,ice,2,冰封,L,3463,4,6
ice,2,冰封,diamond,1,坚不可摧,R,4083,8,7
dice,3,稳定骰子,ice,2,冰封,L,4616,1,9
ice,2,冰封,hunter,2,隐蔽,R,4055,7,9
bubble,1,泡泡盾,ice,2,冰封,L,3726,6,7
ice,2,冰封,lightning,3,雷盾,R,3712,7,6
cyber,2,侵入,ice,2,冰封,L,3282,4,5
ice,2,冰封,space,1,虫洞,R,3243,5,5
headless,3,灵魂打击,ice,2,冰封,L,3199,4,6
ice,3,团队护盾,two_head,2,精神干扰/吸收,R,3881,5,7
fortune,1,骰子,ice,3,团队护盾,R,4171,4,7
ice,3,团队护盾,rainbow,3,反射,R,3972,6,3
pirate,2,朗姆酒,ice,3,团队护盾,L,3906,4,5
ice,3,团队护盾,line,1,连笔,R,3312,4,7
phoenix,3,强化涅槃,ice,3,团队护盾,L,3499,5,5
ice,3,团队护盾,crystal,2,碎晶爆破,R,4265,6,4
hiding,1,缩头,ice,3,团队护盾,R,5539,7,9
ice,3,团队护盾,shell,3,暗影,R,3499,4,4
ghost,3,虚化,ninja,1,手里剑,R,2870,4,5
ninja,1,手里剑,dice,2,命运骰子,L,2764,5,3
hunter,1,精准射击,ninja,1,手里剑,R,2811,4,6
ninja,1,手里剑,candy,3,糖果炸弹,R,3459,4,6
lightning,2,雷暴,ninja,1,手里剑,R,2524,3,5
ninja,1,手里剑,cyber,1,能量大炮,R,4142,5,3
chest,3,财宝炮击,ninja,1,手里剑,R,2589,3,5
ninja,1,手里剑,headless,2,万千触须,L,3262,6,2
two_head,3,融合,ninja,2,炸弹,R,2877,3,6
ninja,2,炸弹,fortune,2,梭哈,L,2512,4,1
gambler,1,万能牌,ninja,2,炸弹,R,2562,4,5
ninja,2,炸弹,pirate,3,海盗船,L,3297,5,4
line,2,画龙点睛,ninja,2,炸弹,R,2557,3,5
ninja,2,炸弹,lava,1,地裂,L,3354,5,4
crystal,3,水晶球,ninja,2,炸弹,L,3239,5,2
ninja,2,炸弹,hiding,2,防御,L,3811,3,4
two_head,1,灵能冲击/锤击,ninja,3,背刺,R,2735,3,5
ninja,3,背刺,diamond,3,钻石冲撞,R,2822,2,5
rainbow,2,全色风暴,ninja,3,背刺,R,2509,3,5
ninja,3,背刺,pirate,1,火炮齐射,R,2376,3,5
bubble,3,泡泡爆破,ninja,3,背刺,R,2503,3,4
ninja,3,背刺,phoenix,2,烫伤,R,2668,2,5
crystal,1,水晶壁垒,ninja,3,背刺,R,2754,3,5
ninja,3,背刺,space,3,扭曲空间,L,2620,4,3
shell,2,吸收,ninja,3,背刺,L,2859,5,4
two_head,1,灵能冲击/锤击,diamond,2,钻石滚球,R,3202,4,5
rainbow,1,棱镜护盾,two_head,1,灵能冲击/锤击,R,3248,5,6
two_head,1,灵能冲击/锤击,hunter,3,狩猎弹幕,R,3656,4,7
bubble,2,泡泡束缚,two_head,1,灵能冲击/锤击,L,4179,10,5
two_head,1,灵能冲击/锤击,phoenix,1,熔岩盾,R,2832,3,6
cyber,3,智能AI,two_head,1,灵能冲击/锤击,L,4552,4,6
two_head,1,灵能冲击/锤击,space,2,星波,R,3851,5,5
shell,1,复制,two_head,1,灵能冲击/锤击,L,3439,4,5
two_head,2,精神干扰/吸收,diamond,2,钻石滚球,R,3087,4,4
rainbow,1,棱镜护盾,two_head,2,精神干扰/吸收,R,4111,6,8
two_head,2,精神干扰/吸收,hunter,3,狩猎弹幕,R,3840,6,7
bubble,2,泡泡束缚,two_head,2,精神干扰/吸收,L,3183,7,3
two_head,2,精神干扰/吸收,phoenix,1,熔岩盾,R,2468,3,5
cyber,3,智能AI,two_head,2,精神干扰/吸收,L,4451,4,5
two_head,2,精神干扰/吸收,space,2,星波,R,3565,5,6
shell,1,复制,two_head,2,精神干扰/吸收,L,3464,4,5
two_head,3,融合,diamond,3,钻石冲撞,R,3914,5,6
rainbow,2,全色风暴,two_head,3,融合,R,3494,3,6
two_head,3,融合,pirate,1,火炮齐射,R,3342,4,7
bubble,3,泡泡爆破,two_head,3,融合,R,4142,6,6
two_head,3,融合,phoenix,2,烫伤,R,3008,4,6
crystal,1,水晶壁垒,two_head,3,融合,R,3741,4,6
two_head,3,融合,space,3,扭曲空间,R,3506,5,5
shell,2,吸收,two_head,3,融合,L,4082,8,5
ghost,1,幽冥突袭,fortune,2,梭哈,L,2627,5,1
gambler,1,万能牌,ghost,1,幽冥突袭,R,2620,4,5
ghost,1,幽冥突袭,pirate,3,海盗船,L,3919,8,2
line,2,画龙点睛,ghost,1,幽冥突袭,R,2612,3,5
ghost,1,幽冥突袭,lava,1,地裂,L,3071,5,4
crystal,3,水晶球,ghost,1,幽冥突袭,R,2501,2,4
ghost,1,幽冥突袭,hiding,2,防御,L,3605,7,4
ghost,3,虚化,ghost,2,灵魂风暴,R,2603,3,5
ghost,2,灵魂风暴,dice,2,命运骰子,L,2468,4,2
hunter,1,精准射击,ghost,2,灵魂风暴,R,2384,4,5
ghost,2,灵魂风暴,candy,3,糖果炸弹,R,2686,4,2
lightning,2,雷暴,ghost,2,灵魂风暴,R,2352,3,5
ghost,2,灵魂风暴,cyber,1,能量大炮,L,3564,5,3
chest,3,财宝炮击,ghost,2,灵魂风暴,R,2295,2,4
ghost,2,灵魂风暴,headless,2,万千触须,L,2680,5,2
fortune,1,骰子,ghost,3,虚化,R,2576,2,4
ghost,3,虚化,rainbow,3,反射,L,3392,6,4
pirate,2,朗姆酒,ghost,3,虚化,R,3861,4,6
ghost,3,虚化,line,1,连笔,L,2633,4,4
phoenix,3,强化涅槃,ghost,3,虚化,L,3140,4,4
ghost,3,虚化,crystal,2,碎晶爆破,L,2759,4,3
hiding,1,缩头,ghost,3,虚化,R,3716,4,6
ghost,3,虚化,shell,3,暗影,R,2849,3,4
dice,3,稳定骰子,diamond,1,坚不可摧,L,3560,4,5
diamond,1,坚不可摧,hunter,2,隐蔽,R,4992,7,12
bubble,1,泡泡盾,diamond,1,坚不可摧,L,3926,7,6
diamond,1,坚不可摧,lightning,3,雷盾,R,3939,5,7
cyber,2,侵入,diamond,1,坚不可摧,L,3763,5,6
diamond,1,坚不可摧,space,1,虫洞,R,3424,5,7
headless,3,灵魂打击,diamond,1,坚不可摧,L,4458,3,7
diamond,2,钻石滚球,dice,1,孤注一掷,L,3347,5,2
gambler,3,命运之轮,diamond,2,钻石滚球,R,2473,2,2
diamond,2,钻石滚球,candy,2,糖衣炮弹,R,3052,3,4
lightning,1,涌动,diamond,2,钻石滚球,R,2792,3,4
diamond,2,钻石滚球,lava,3,熔岩爆发,L,3059,3,4
chest,2,财宝风暴,diamond,2,钻石滚球,R,3234,2,6
diamond,2,钻石滚球,headless,1,恐吓,R,3509,4,4
fortune,3,招财进宝,diamond,3,钻石冲撞,R,3111,4,5
diamond,3,钻石冲撞,gambler,2,赌注,R,2899,2,6
candy,1,糖果锤,diamond,3,钻石冲撞,L,3362,7,6
diamond,3,钻石冲撞,line,3,墨水炸弹,L,3648,4,5
lava,2,岩浆涌动,diamond,3,钻石冲撞,R,3471,3,5
diamond,3,钻石冲撞,chest,1,清点财宝,L,3993,8,6
hiding,3,强化随从,diamond,3,钻石冲撞,R,3372,6,6
fortune,1,骰子,fortune,3,招财进宝,R,3174,5,3
gambler,2,赌注,fortune,1,骰子,L,2950,5,4
fortune,1,骰子,candy,1,糖果锤,R,2661,3,5
line,3,墨水炸弹,fortune,1,骰子,R,3821,5,10
fortune,1,骰子,lava,2,岩浆涌动,R,3750,4,4
chest,1,清点财宝,fortune,1,骰子,R,3548,4,9
fortune,1,骰子,hiding,3,强化随从,R,3575,6,9
dice,1,孤注一掷,fortune,2,梭哈,R,3005,2,2
fortune,2,梭哈,gambler,3,命运之轮,R,3613,1,6
candy,2,糖衣炮弹,fortune,2,梭哈,L,2497,4,1
fortune,2,梭哈,lightning,1,涌动,R,3290,1,5
lava,3,熔岩爆发,fortune,2,梭哈,L,2880,4,2
fortune,2,梭哈,chest,2,财宝风暴,R,3071,1,6
headless,1,恐吓,fortune,2,梭哈,L,2919,5,1
fortune,3,招财进宝,dice,3,稳定骰子,R,2541,2,2
hunter,2,隐蔽,fortune,3,招财进宝,R,6313,13,17
fortune,3,招财进宝,bubble,1,泡泡盾,R,3185,3,6
lightning,3,雷盾,fortune,3,招财进宝,R,3522,5,3
fortune,3,招财进宝,cyber,2,侵入,R,2960,3,4
space,1,虫洞,fortune,3,招财进宝,L,3464,6,2
fortune,3,招财进宝,headless,3,灵魂打击,R,2969,2,4
rainbow,3,反射,dice,1,孤注一掷,R,2885,3,5
dice,1,孤注一掷,pirate,2,朗姆酒,R,3315,2,5
line,1,连笔,dice,1,孤注一掷,R,2944,5,5
dice,1,孤注一掷,phoenix,3,强化涅槃,R,2457,2,4
crystal,2,碎晶爆破,dice,1,孤注一掷,L,3420,3,3
dice,1,孤注一掷,hiding,1,缩头,R,3531,2,5
shell,3,暗影,dice,1,孤注一掷,L,3390,4,2
dice,2,命运骰子,hunter,1,精准射击,R,3049,4,6
candy,3,糖果炸弹,dice,2,命运骰子,L,2377,4,2
dice,2,命运骰子,lightning,2,雷暴,L,3366,6,4
cyber,1,能量大炮,dice,2,命运骰子,L,3580,4,5
dice,2,命运骰子,chest,3,财宝炮击,R,2793,2,5
headless,2,万千触须,dice,2,命运骰子,L,3112,3,3
dice,3,稳定骰子,gambler,1,万能牌,R,3726,2,9
pirate,3,海盗船,dice,3,稳定骰子,R,3347,3,3
dice,3,稳定骰子,line,2,画龙点睛,L,3580,2,5
lava,1,地裂,dice,3,稳定骰子,L,3765,5,2
dice,3,稳定骰子,crystal,3,水晶球,R,2635,2,5
hiding,2,防御,dice,3,稳定骰子,L,4032,5,2
rainbow,1,棱镜护盾,rainbow,2,全色风暴,R,4074,9,5
pirate,1,火炮齐射,rainbow,1,棱镜护盾,L,2674,6,6
rainbow,1,棱镜护盾,bubble,3,泡泡爆破,R,4132,7,7
phoenix,2,烫伤,rainbow,1,棱镜护盾,L,2336,4,6
rainbow,1,棱镜护盾,crystal,1,水晶壁垒,R,3878,9,7
space,3,扭曲空间,rainbow,1,棱镜护盾,L,3373,4,9
rainbow,1,棱镜护盾,shell,2,吸收,R,3319,7,7
hunter,3,狩猎弹幕,rainbow,2,全色风暴,L,2803,5,4
rainbow,2,全色风暴,bubble,2,泡泡束缚,R,3667,3,8
phoenix,1,熔岩盾,rainbow,2,全色风暴,L,2461,5,3
rainbow,2,全色风暴,cyber,3,智能AI,R,3234,4,5
space,2,星波,rainbow,2,全色风暴,L,3251,5,3
rainbow,2,全色风暴,shell,1,复制,R,3125,3,4
hunter,3,狩猎弹幕,rainbow,3,反射,L,3116,6,4
rainbow,3,反射,bubble,2,泡泡束缚,L,3909,2,8
phoenix,1,熔岩盾,rainbow,3,反射,L,2472,5,3
rainbow,3,反射,cyber,3,智能AI,R,3798,4,5
space,2,星波,rainbow,3,反射,R,3183,4,6
rainbow,3,反射,shell,1,复制,R,3249,3,5
pirate,1,火炮齐射,gambler,1,万能牌,L,3051,6,5
gambler,1,万能牌,bubble,3,泡泡爆破,R,3843,8,7
phoenix,2,烫伤,gambler,1,万能牌,L,2962,6,5
gambler,1,万能牌,crystal,1,水晶壁垒,L,4169,9,6
space,3,扭曲空间,gambler,1,万能牌,L,3436,5,6
gambler,1,万能牌,shell,2,吸收,R,3879,8,8
pirate,3,海盗船,gambler,2,赌注,R,3310,2,6
gambler,2,赌注,line,2,画龙点睛,L,2649,5,3
lava,1,地裂,gambler,2,赌注,R,2913,3,4
gambler,2,赌注,crystal,3,水晶球,L,2628,5,4
hiding,2,防御,gambler,2,赌注,R,3544,2,6
gambler,3,命运之轮,hunter,1,精准射击,R,2831,4,6
candy,3,糖果炸弹,gambler,3,命运之轮,L,2529,4,3
gambler,3,命运之轮,lightning,2,雷暴,L,3234,5,4
cyber,1,能量大炮,gambler,3,命运之轮,L,3296,6,4
gambler,3,命运之轮,chest,3,财宝炮击,R,3074,4,5
headless,2,万千触须,gambler,3,命运之轮,L,3268,3,4
hunter,1,精准射击,pirate,2,朗姆酒,R,3892,7,5
line,1,连笔,hunter,1,精准射击,R,2514,4,5
hunter,1,精准射击,phoenix,3,强化涅槃,R,3148,5,5
crystal,2,碎晶爆破,hunter,1,精准射击,R,2857,3,6
hunter,1,精准射击,hiding,1,缩头,L,3099,6,4
shell,3,暗影,hunter,1,精准射击,L,3013,4,5
hunter,2,隐蔽,bubble,1,泡泡盾,R,3171,6,6
lightning,3,雷盾,hunter,2,隐蔽,R,3697,5,9
hunter,2,隐蔽,cyber,2,侵入,R,3211,5,5
space,1,虫洞,hunter,2,隐蔽,L,3601,7,7
hunter,2,隐蔽,headless,3,灵魂打击,R,3520,6,5
candy,2,糖衣炮弹,hunter,3,狩猎弹幕,L,2823,3,4
hunter,3,狩猎弹幕,lightning,1,涌动,L,3189,6,4
lava,3,熔岩爆发,hunter,3,狩猎弹幕,R,3560,6,7
hunter,3,狩猎弹幕,chest,2,财宝风暴,R,2935,4,6
headless,1,恐吓,hunter,3,狩猎弹幕,L,3312,5,4
pirate,1,火炮齐射,candy,1,糖果锤,R,2504,3,5
line,3,墨水炸弹,pirate,1,火炮齐射,R,2785,3,5
pirate,1,火炮齐射,lava,2,岩浆涌动,R,3769,2,4
chest,1,清点财宝,pirate,1,火炮齐射,R,2506,3,5
pirate,1,火炮齐射,hiding,3,强化随从,L,4286,4,8
candy,1,糖果锤,pirate,2,朗姆酒,L,3059,6,3
pirate,2,朗姆酒,line,3,墨水炸弹,L,3857,6,5
lava,2,岩浆涌动,pirate,2,朗姆酒,L,4291,5,5
pirate,2,朗姆酒,chest,1,清点财宝,R,4065,5,8
hiding,3,强化随从,pirate,2,朗姆酒,R,4520,9,7
pirate,3,海盗船,candy,2,糖衣炮弹,R,3325,3,5
lightning,1,涌动,pirate,3,海盗船,R,3146,4,5
pirate,3,海盗船,lava,3,熔岩爆发,R,4078,3,7
chest,2,财宝风暴,pirate,3,海盗船,R,3122,4,3
pirate,3,海盗船,headless,1,恐吓,R,3614,4,6
bubble,1,泡泡盾,candy,1,糖果锤,R,2981,4,6
candy,1,糖果锤,lightning,3,雷盾,L,3082,5,4
cyber,2,侵入,candy,1,糖果锤,L,3092,5,4
candy,1,糖果锤,space,1,虫洞,R,3203,4,6
headless,3,灵魂打击,candy,1,糖果锤,R,2785,2,5
candy,2,糖衣炮弹,line,1,连笔,L,2670,3,4
phoenix,3,强化涅槃,candy,2,糖衣炮弹,L,3116,5,4
candy,2,糖衣炮弹,crystal,2,碎晶爆破,L,2578,3,3
hiding,1,缩头,candy,2,糖衣炮弹,R,3134,3,4
candy,2,糖衣炮弹,shell,3,暗影,R,3712,3,5
lightning,2,雷暴,candy,3,糖果炸弹,R,2436,3,5
candy,3,糖果炸弹,cyber,1,能量大炮,R,4140,5,4
chest,3,财宝炮击,candy,3,糖果炸弹,R,2395,2,5
candy,3,糖果炸弹,headless,2,万千触须,R,3343,3,4
line,2,画龙点睛,bubble,1,泡泡盾,R,3417,5,6
bubble,1,泡泡盾,lava,1,地裂,R,3766,5,6
crystal,3,水晶球,bubble,1,泡泡盾,R,3412,5,6
bubble,1,泡泡盾,hiding,2,防御,R,3534,5,5
bubble,3,泡泡爆破,bubble,2,泡泡束缚,R,3681,6,9
bubble,2,泡泡束缚,phoenix,2,烫伤,R,2516,5,5
crystal,1,水晶壁垒,bubble,2,泡泡束缚,R,3404,4,8
bubble,2,泡泡束缚,space,3,扭曲空间,L,3823,10,4
shell,2,吸收,bubble,2,泡泡束缚,L,3748,6,8
bubble,3,泡泡爆破,phoenix,1,熔岩盾,R,2618,4,6
cyber,3,智能AI,bubble,3,泡泡爆破,L,4647,5,8
bubble,3,泡泡爆破,space,2,星波,R,3384,5,6
shell,1,复制,bubble,3,泡泡爆破,L,3318,4,5
line,1,连笔,phoenix,1,熔岩盾,R,3062,5,7
cyber,3,智能AI,line,1,连笔,L,4515,4,7
line,1,连笔,space,2,星波,R,3121,5,5
shell,1,复制,line,1,连笔,L,3820,3,7
line,2,画龙点睛,phoenix,2,烫伤,R,2849,4,6
crystal,1,水晶壁垒,line,2,画龙点睛,R,3334,4,6
line,2,画龙点睛,space,3,扭曲空间,R,3161,4,4
shell,2,吸收,line,2,画龙点睛,L,3892,8,5
line,3,墨水炸弹,lava,1,地裂,R,3542,5,6
crystal,3,水晶球,line,3,墨水炸弹,L,3281,5,4
line,3,墨水炸弹,hiding,2,防御,R,3852,5,6
lightning,2,雷暴,lightning,1,涌动,R,3610,5,6
lightning,1,涌动,cyber,1,能量大炮,R,3014,4,5
chest,3,财宝炮击,lightning,1,涌动,R,3844,3,6
lightning,1,涌动,headless,2,万千触须,R,3388,4,4
phoenix,3,强化涅槃,lightning,2,雷暴,L,3437,5,5
lightning,2,雷暴,crystal,2,碎晶爆破,L,3663,5,4
hiding,1,缩头,lightning,2,雷暴,R,4231,5,7
lightning,2,雷暴,shell,3,暗影,R,3497,5,5
cyber,2,侵入,lightning,3,雷盾,L,3825,6,5
lightning,3,雷盾,space,1,虫洞,R,2987,4,5
headless,3,灵魂打击,lightning,3,雷盾,L,3093,4,4
phoenix,1,熔岩盾,lava,3,熔岩爆发,L,3356,7,6
chest,2,财宝风暴,phoenix,1,熔岩盾,R,2744,2,6
phoenix,1,熔岩盾,headless,1,恐吓,L,2832,6,3
lava,2,岩浆涌动,phoenix,2,烫伤,R,3084,3,5
phoenix,2,烫伤,chest,1,清点财宝,L,2524,5,4
hiding,3,强化随从,phoenix,2,烫伤,R,2435,3,4
phoenix,3,强化涅槃,lava,2,岩浆涌动,L,3348,6,3
chest,1,清点财宝,phoenix,3,强化涅槃,R,3352,3,6
phoenix,3,强化涅槃,hiding,3,强化随从,L,2572,4,5
lava,3,熔岩爆发,lava,1,地裂,R,3554,5,6
lava,1,地裂,chest,2,财宝风暴,R,3052,4,6
headless,1,恐吓,lava,1,地裂,L,3337,5,3
lava,2,岩浆涌动,cyber,2,侵入,R,3346,3,5
space,1,虫洞,lava,2,岩浆涌动,L,3386,6,3
lava,2,岩浆涌动,headless,3,灵魂打击,R,3102,3,5
crystal,2,碎晶爆破,lava,3,熔岩爆发,R,2917,3,6
lava,3,熔岩爆发,hiding,1,缩头,L,4125,7,5
shell,3,暗影,lava,3,熔岩爆发,L,3473,5,5
cyber,1,能量大炮,chest,3,财宝炮击,R,4275,4,7
headless,2,万千触须,cyber,1,能量大炮,R,3799,3,4
cyber,2,侵入,crystal,3,水晶球,L,3426,5,5
hiding,2,防御,cyber,2,侵入,R,4486,5,7
cyber,3,智能AI,crystal,1,水晶壁垒,L,3761,6,5
space,3,扭曲空间,cyber,3,智能AI,R,4044,5,4
cyber,3,智能AI,shell,2,吸收,R,4724,4,9
space,2,星波,crystal,1,水晶壁垒,L,4153,6,6
crystal,1,水晶壁垒,shell,1,复制,R,3572,5,5
space,2,星波,crystal,2,碎晶爆破,R,3784,5,6
crystal,2,碎晶爆破,shell,1,复制,R,2894,3,4
space,3,扭曲空间,crystal,3,水晶球,R,3467,4,6
crystal,3,水晶球,shell,2,吸收,R,2772,5,6
hiding,2,防御,chest,1,清点财宝,R,4032,5,8
chest,2,财宝风暴,chest,3,财宝炮击,R,3720,5,5
headless,2,万千触须,chest,2,财宝风暴,L,3704,2,5
chest,3,财宝炮击,hiding,1,缩头,L,2747,3,3
shell,3,暗影,chest,3,财宝炮击,L,3480,5,4
space,1,虫洞,headless,3,灵魂打击,L,4093,7,5
headless,1,恐吓,space,2,星波,L,3488,6,4
space,3,扭曲空间,hiding,3,强化随从,L,3959,5,8
hiding,3,强化随从,hiding,1,缩头,R,3897,8,6
hiding,2,防御,headless,1,恐吓,R,3708,4,6
headless,3,灵魂打击,hiding,3,强化随从,L,2906,3,5
headless,1,恐吓,shell,3,暗影,R,3534,3,4
