左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
ninja,3,背刺,fortune,3,招财进宝,R,2370,3,2
gambler,2,赌注,ninja,3,背刺,R,3638,5,2
ninja,3,背刺,candy,1,糖果锤,R,2502,2,5
line,3,墨水炸弹,ninja,3,背刺,R,2589,3,5
ninja,3,背刺,lava,2,岩浆涌动,L,3101,4,3
chest,1,清点财宝,ninja,3,背刺,R,2611,3,5
ninja,3,背刺,hiding,3,强化随从,R,3418,2,8
two_head,3,融合,two_head,1,灵能冲击/锤击,L,4381,7,6
two_head,1,灵能冲击/锤击,fortune,2,梭哈,L,3230,6,2
gambler,1,万能牌,two_head,1,灵能冲击/锤击,R,4173,8,7
two_head,1,灵能冲击/锤击,pirate,3,海盗船,R,3394,5,4
line,2,画龙点睛,two_head,1,灵能冲击/锤击,L,3595,5,5
two_head,1,灵能冲击/锤击,lava,1,地裂,R,3483,5,6
crystal,3,水晶球,two_head,1,灵能冲击/锤击,R,3302,4,6
two_head,1,灵能冲击/锤击,hiding,2,防御,L,4714,7,6
two_head,3,融合,two_head,2,精神干扰/吸收,L,4103,6,7
two_head,2,精神干扰/吸收,fortune,2,梭哈,L,3854,6,2
gambler,1,万能牌,two_head,2,精神干扰/吸收,R,4169,8,8
two_head,2,精神干扰/吸收,pirate,3,海盗船,R,3538,5,5
line,2,画龙点睛,two_head,2,精神干扰/吸收,R,4006,6,7
two_head,2,精神干扰/吸收,lava,1,地裂,R,3608,5,6
crystal,3,水晶球,two_head,2,精神干扰/吸收,L,3426,7,5
two_head,2,精神干扰/吸收,hiding,2,防御,R,3683,5,5
ghost,1,幽冥突袭,two_head,3,融合,L,2938,6,4
two_head,3,融合,fortune,3,招财进宝,R,4439,6,11
gambler,2,赌注,two_head,3,融合,L,2964,6,4
two_head,3,融合,candy,1,糖果锤,R,2937,4,6
line,3,墨水炸弹,two_head,3,融合,R,3611,5,6
two_head,3,融合,lava,2,岩浆涌动,R,3576,5,4
chest,1,清点财宝,two_head,3,融合,R,3523,4,6
two_head,3,融合,hiding,3,强化随从,R,3989,5,10
ghost,3,虚化,ghost,1,幽冥突袭,R,3071,4,6
ghost,1,幽冥突袭,dice,2,命运骰子,L,3219,6,2
hunter,1,精准射击,ghost,1,幽冥突袭,R,2772,4,5
ghost,1,幽冥突袭,candy,3,糖果炸弹,R,2715,4,5
lightning,2,雷暴,ghost,1,幽冥突袭,R,2493,3,5
ghost,1,幽冥突袭,cyber,1,能量大炮,R,4102,6,4
chest,3,财宝炮击,ghost,1,幽冥突袭,R,2561,2,5
ghost,1,幽冥突袭,headless,2,万千触须,R,3636,5,3
diamond,3,钻石冲撞,ghost,2,灵魂风暴,R,2267,2,4
ghost,2,灵魂风暴,rainbow,2,全色风暴,L,2331,4,2
pirate,1,火炮齐射,ghost,2,灵魂风暴,R,2408,2,5
ghost,2,灵魂风暴,bubble,3,泡泡爆破,L,2424,5,4
phoenix,2,烫伤,ghost,2,灵魂风暴,R,2661,4,4
ghost,2,灵魂风暴,crystal,1,水晶壁垒,L,2381,4,3
space,3,扭曲空间,ghost,2,灵魂风暴,R,2402,2,5
ghost,2,灵魂风暴,shell,2,吸收,L,2574,5,3
dice,1,孤注一掷,ghost,3,虚化,R,2583,3,4
ghost,3,虚化,gambler,3,命运之轮,L,2499,4,3
candy,2,糖衣炮弹,ghost,3,虚化,R,2989,2,5
ghost,3,虚化,lightning,1,涌动,L,2657,4,3
lava,3,熔岩爆发,ghost,3,虚化,R,2855,4,5
ghost,3,虚化,chest,2,财宝风暴,R,3230,4,6
headless,1,恐吓,ghost,3,虚化,R,3004,4,3
diamond,1,坚不可摧,fortune,1,骰子,L,4504,9,10
rainbow,3,反射,diamond,1,坚不可摧,R,3929,4,7
diamond,1,坚不可摧,pirate,2,朗姆酒,L,4847,8,7
line,1,连笔,diamond,1,坚不可摧,L,3718,8,6
diamond,1,坚不可摧,phoenix,3,强化涅槃,R,2912,5,5
crystal,2,碎晶爆破,diamond,1,坚不可摧,R,3688,3,7
diamond,1,坚不可摧,hiding,1,缩头,R,4109,6,6
shell,3,暗影,diamond,1,坚不可摧,L,3712,5,4
diamond,2,钻石滚球,rainbow,1,棱镜护盾,L,3949,6,7
hunter,3,狩猎弹幕,diamond,2,钻石滚球,R,3101,4,5
diamond,2,钻石滚球,bubble,2,泡泡束缚,L,3980,4,8
phoenix,1,熔岩盾,diamond,2,钻石滚球,L,3156,6,4
diamond,2,钻石滚球,cyber,3,智能AI,R,4694,4,4
space,2,星波,diamond,2,钻石滚球,R,2831,3,4
diamond,2,钻石滚球,shell,1,复制,R,3248,4,4
dice,3,稳定骰子,diamond,3,钻石冲撞,R,2877,2,5
diamond,3,钻石冲撞,hunter,2,隐蔽,L,3987,6,7
bubble,1,泡泡盾,diamond,3,钻石冲撞,R,3590,5,6
diamond,3,钻石冲撞,lightning,3,雷盾,L,3585,6,5
cyber,2,侵入,diamond,3,钻石冲撞,L,3831,6,5
diamond,3,钻石冲撞,space,1,虫洞,R,3473,3,7
headless,3,灵魂打击,diamond,3,钻石冲撞,L,3110,4,5
fortune,1,骰子,dice,3,稳定骰子,L,3510,9,2
hunter,2,隐蔽,fortune,1,骰子,R,4656,9,13
fortune,1,骰子,bubble,1,泡泡盾,R,3362,6,6
lightning,3,雷盾,fortune,1,骰子,R,3701,5,10
fortune,1,骰子,cyber,2,侵入,R,2880,5,4
space,1,虫洞,fortune,1,骰子,L,3718,7,8
fortune,1,骰子,headless,3,灵魂打击,R,3011,4,4
rainbow,1,棱镜护盾,fortune,2,梭哈,R,3406,8,2
fortune,2,梭哈,hunter,3,狩猎弹幕,R,2566,1,5
bubble,2,泡泡束缚,fortune,2,梭哈,L,3564,8,1
fortune,2,梭哈,phoenix,1,熔岩盾,R,2784,1,6
cyber,3,智能AI,fortune,2,梭哈,L,4228,4,2
fortune,2,梭哈,space,2,星波,R,2800,1,5
shell,1,复制,fortune,2,梭哈,L,3012,4,2
fortune,3,招财进宝,rainbow,3,反射,L,3117,3,4
pirate,2,朗姆酒,fortune,3,招财进宝,L,4184,6,3
fortune,3,招财进宝,line,1,连笔,R,2873,2,5
phoenix,3,强化涅槃,fortune,3,招财进宝,L,3176,4,2
fortune,3,招财进宝,crystal,2,碎晶爆破,R,3128,3,5
hiding,1,缩头,fortune,3,招财进宝,R,3167,3,4
fortune,3,招财进宝,shell,3,暗影,R,3238,2,5
gambler,3,命运之轮,dice,1,孤注一掷,R,3349,4,3
dice,1,孤注一掷,candy,2,糖衣炮弹,R,2493,2,4
lightning,1,涌动,dice,1,孤注一掷,R,3340,4,4
dice,1,孤注一掷,lava,3,熔岩爆发,R,3055,3,6
chest,2,财宝风暴,dice,1,孤注一掷,R,2875,4,5
dice,1,孤注一掷,headless,1,恐吓,R,3057,2,5
rainbow,2,全色风暴,dice,2,命运骰子,R,3020,3,6
dice,2,命运骰子,pirate,1,火炮齐射,R,2322,2,5
bubble,3,泡泡爆破,dice,2,命运骰子,R,3078,5,5
dice,2,命运骰子,phoenix,2,烫伤,R,2237,2,4
crystal,1,水晶壁垒,dice,2,命运骰子,R,2996,4,6
dice,2,命运骰子,space,3,扭曲空间,R,2873,3,4
shell,2,吸收,dice,2,命运骰子,L,2747,5,4
dice,3,稳定骰子,hunter,1,精准射击,R,3147,3,6
candy,3,糖果炸弹,dice,3,稳定骰子,L,2554,4,2
dice,3,稳定骰子,lightning,2,雷暴,L,2653,4,3
cyber,1,能量大炮,dice,3,稳定骰子,L,2985,4,2
dice,3,稳定骰子,chest,3,财宝炮击,R,2252,2,4
headless,2,万千触须,dice,3,稳定骰子,L,2721,3,2
rainbow,1,棱镜护盾,gambler,2,赌注,R,2518,3,5
candy,1,糖果锤,rainbow,1,棱镜护盾,L,2716,6,4
rainbow,1,棱镜护盾,line,3,墨水炸弹,R,3012,4,5
lava,2,岩浆涌动,rainbow,1,棱镜护盾,L,3989,4,11
rainbow,1,棱镜护盾,chest,1,清点财宝,R,3328,6,6
hiding,3,强化随从,rainbow,1,棱镜护盾,L,3838,10,8
rainbow,2,全色风暴,gambler,1,万能牌,R,3001,3,7
pirate,3,海盗船,rainbow,2,全色风暴,L,3328,5,4
rainbow,2,全色风暴,line,2,画龙点睛,R,3008,3,5
lava,1,地裂,rainbow,2,全色风暴,L,3476,5,5
rainbow,2,全色风暴,crystal,3,水晶球,R,2821,3,6
hiding,2,防御,rainbow,2,全色风暴,L,3291,5,4
rainbow,3,反射,gambler,1,万能牌,R,3631,3,8
pirate,3,海盗船,rainbow,3,反射,L,3332,4,4
rainbow,3,反射,line,2,画龙点睛,R,3668,2,6
lava,1,地裂,rainbow,3,反射,L,3676,5,4
rainbow,3,反射,crystal,3,水晶球,R,2839,3,6
hiding,2,防御,rainbow,3,反射,L,3460,5,5
gambler,1,万能牌,gambler,2,赌注,R,2636,4,5
candy,1,糖果锤,gambler,1,万能牌,L,2875,4,5
gambler,1,万能牌,line,3,墨水炸弹,L,3945,9,6
lava,2,岩浆涌动,gambler,1,万能牌,R,3856,4,8
gambler,1,万能牌,chest,1,清点财宝,R,4307,9,9
hiding,3,强化随从,gambler,1,万能牌,L,3887,9,7
gambler,2,赌注,hunter,1,精准射击,R,2783,4,6
candy,3,糖果炸弹,gambler,2,赌注,L,2671,2,4
gambler,2,赌注,lightning,2,雷暴,L,2720,5,3
cyber,1,能量大炮,gambler,2,赌注,L,3972,3,6
gambler,2,赌注,chest,3,财宝炮击,R,2917,4,4
headless,2,万千触须,gambler,2,赌注,L,3073,3,4
gambler,3,命运之轮,pirate,1,火炮齐射,R,2864,4,5
bubble,3,泡泡爆破,gambler,3,命运之轮,L,3485,6,5
gambler,3,命运之轮,phoenix,2,烫伤,R,2720,3,5
crystal,1,水晶壁垒,gambler,3,命运之轮,R,3500,4,6
gambler,3,命运之轮,space,3,扭曲空间,R,2747,3,4
shell,2,吸收,gambler,3,命运之轮,L,3456,7,4
hunter,1,精准射击,candy,2,糖衣炮弹,R,2431,3,4
lightning,1,涌动,hunter,1,精准射击,R,2830,4,6
hunter,1,精准射击,lava,3,熔岩爆发,L,2886,6,4
chest,2,财宝风暴,hunter,1,精准射击,R,2983,3,6
hunter,1,精准射击,headless,1,恐吓,R,3089,4,5
pirate,2,朗姆酒,hunter,2,隐蔽,R,4741,4,11
hunter,2,隐蔽,line,1,连笔,R,3944,8,9
phoenix,3,强化涅槃,hunter,2,隐蔽,L,3372,6,6
hunter,2,隐蔽,crystal,2,碎晶爆破,L,3656,9,4
hiding,1,缩头,hunter,2,隐蔽,R,5326,7,11
hunter,2,隐蔽,shell,3,暗影,R,3204,5,5
bubble,2,泡泡束缚,hunter,3,狩猎弹幕,L,3974,10,5
hunter,3,狩猎弹幕,phoenix,1,熔岩盾,R,3316,5,7
cyber,3,智能AI,hunter,3,狩猎弹幕,R,4371,4,8
hunter,3,狩猎弹幕,space,2,星波,R,2871,4,5
shell,1,复制,hunter,3,狩猎弹幕,L,3372,5,5
pirate,1,火炮齐射,bubble,1,泡泡盾,L,2749,5,4
lightning,3,雷盾,pirate,1,火炮齐射,R,3013,4,6
pirate,1,火炮齐射,cyber,2,侵入,R,3007,4,5
space,1,虫洞,pirate,1,火炮齐射,L,3052,5,3
pirate,1,火炮齐射,headless,3,灵魂打击,L,2892,4,3
bubble,1,泡泡盾,pirate,2,朗姆酒,L,3695,6,5
pirate,2,朗姆酒,lightning,3,雷盾,L,3770,5,5
cyber,2,侵入,pirate,2,朗姆酒,L,4357,7,5
pirate,2,朗姆酒,space,1,虫洞,R,3623,3,7
headless,3,灵魂打击,pirate,2,朗姆酒,R,3668,3,4
pirate,3,海盗船,bubble,2,泡泡束缚,L,3543,4,7
phoenix,1,熔岩盾,pirate,3,海盗船,L,3228,7,2
pirate,3,海盗船,cyber,3,智能AI,R,4727,4,5
space,2,星波,pirate,3,海盗船,R,3053,4,4
pirate,3,海盗船,shell,1,复制,R,4218,5,6
line,1,连笔,candy,1,糖果锤,R,2984,5,5
candy,1,糖果锤,phoenix,3,强化涅槃,R,3140,4,5
crystal,2,碎晶爆破,candy,1,糖果锤,R,2537,2,5
candy,1,糖果锤,hiding,1,缩头,L,3905,7,5
shell,3,暗影,candy,1,糖果锤,L,2857,4,4
candy,2,糖衣炮弹,lightning,1,涌动,L,2791,4,3
lava,3,熔岩爆发,candy,2,糖衣炮弹,R,2981,4,5
candy,2,糖衣炮弹,chest,2,财宝风暴,L,2722,4,3
headless,1,恐吓,candy,2,糖衣炮弹,R,3248,3,5
candy,3,糖果炸弹,bubble,3,泡泡爆破,L,2979,5,4
phoenix,2,烫伤,candy,3,糖果炸弹,L,2866,4,4
candy,3,糖果炸弹,crystal,1,水晶壁垒,L,3005,5,4
space,3,扭曲空间,candy,3,糖果炸弹,R,2572,3,5
candy,3,糖果炸弹,shell,2,吸收,R,3142,4,6
lightning,2,雷暴,bubble,1,泡泡盾,R,2791,3,5
bubble,1,泡泡盾,cyber,1,能量大炮,R,3630,6,6
chest,3,财宝炮击,bubble,1,泡泡盾,R,3387,3,6
bubble,1,泡泡盾,headless,2,万千触须,R,3505,4,4
line,3,墨水炸弹,bubble,2,泡泡束缚,R,3374,4,8
bubble,2,泡泡束缚,lava,2,岩浆涌动,L,3626,8,3
chest,1,清点财宝,bubble,2,泡泡束缚,R,3733,3,9
bubble,2,泡泡束缚,hiding,3,强化随从,R,4124,9,9
line,2,画龙点睛,bubble,3,泡泡爆破,R,3653,4,6
bubble,3,泡泡爆破,lava,1,地裂,R,3352,4,5
crystal,3,水晶球,bubble,3,泡泡爆破,L,3336,6,5
bubble,3,泡泡爆破,hiding,2,防御,R,3322,5,5
line,2,画龙点睛,line,1,连笔,R,3477,5,7
line,1,连笔,lava,1,地裂,R,3594,5,6
crystal,3,水晶球,line,1,连笔,R,3637,5,6
line,1,连笔,hiding,2,防御,R,4123,7,6
line,3,墨水炸弹,line,2,画龙点睛,L,3673,6,5
line,2,画龙点睛,lava,2,岩浆涌动,L,3622,6,3
chest,1,清点财宝,line,2,画龙点睛,R,3124,2,5
line,2,画龙点睛,hiding,3,强化随从,R,3955,5,10
lightning,2,雷暴,line,3,墨水炸弹,R,2780,4,5
line,3,墨水炸弹,cyber,1,能量大炮,R,2856,4,5
chest,3,财宝炮击,line,3,墨水炸弹,R,3203,3,5
line,3,墨水炸弹,headless,2,万千触须,R,3407,4,3
phoenix,2,烫伤,lightning,1,涌动,L,2566,5,3
lightning,1,涌动,crystal,1,水晶壁垒,L,4197,6,6
space,3,扭曲空间,lightning,1,涌动,L,3195,4,4
lightning,1,涌动,shell,2,吸收,R,3967,5,9
lava,3,熔岩爆发,lightning,2,雷暴,R,3426,5,6
lightning,2,雷暴,chest,2,财宝风暴,R,2848,4,6
headless,1,恐吓,lightning,2,雷暴,L,3237,6,3
lightning,3,雷盾,phoenix,3,强化涅槃,R,3264,4,5
crystal,2,碎晶爆破,lightning,3,雷盾,R,3681,5,6
lightning,3,雷盾,hiding,1,缩头,R,3956,5,6
shell,3,暗影,lightning,3,雷盾,L,3568,5,5
phoenix,1,熔岩盾,cyber,3,智能AI,R,4337,7,3
space,2,星波,phoenix,1,熔岩盾,R,3185,4,7
phoenix,1,熔岩盾,shell,1,复制,L,2977,6,3
cyber,2,侵入,phoenix,2,烫伤,R,3988,3,8
phoenix,2,烫伤,space,1,虫洞,L,2741,5,4
headless,3,灵魂打击,phoenix,2,烫伤,R,2602,2,5
phoenix,3,强化涅槃,cyber,2,侵入,R,4501,6,5
space,1,虫洞,phoenix,3,强化涅槃,R,3064,4,4
phoenix,3,强化涅槃,headless,3,灵魂打击,L,2978,4,4
cyber,3,智能AI,lava,1,地裂,L,4734,4,6
lava,1,地裂,space,2,星波,R,3495,4,6
shell,1,复制,lava,1,地裂,R,3638,4,5
lava,2,岩浆涌动,crystal,2,碎晶爆破,L,3498,4,4
hiding,1,缩头,lava,2,岩浆涌动,R,4020,5,5
lava,2,岩浆涌动,shell,3,暗影,R,3427,3,4
chest,2,财宝风暴,lava,3,熔岩爆发,R,3171,3,6
lava,3,熔岩爆发,headless,1,恐吓,L,3393,5,5
crystal,1,水晶壁垒,cyber,1,能量大炮,R,3045,4,6
cyber,1,能量大炮,space,3,扭曲空间,L,4020,5,5
shell,2,吸收,cyber,1,能量大炮,R,3592,5,6
cyber,2,侵入,chest,3,财宝炮击,L,4592,7,5
headless,2,万千触须,cyber,2,侵入,R,3638,3,5
cyber,3,智能AI,chest,1,清点财宝,L,4703,4,7
hiding,3,强化随从,cyber,3,智能AI,R,4872,9,5
crystal,1,水晶壁垒,crystal,3,水晶球,R,3388,5,4
hiding,2,防御,crystal,1,水晶壁垒,L,3694,4,5
crystal,2,碎晶爆破,crystal,3,水晶球,R,2829,3,4
hiding,2,防御,crystal,2,碎晶爆破,L,3496,5,5
crystal,3,水晶球,chest,1,清点财宝,R,3690,6,6
hiding,3,强化随从,crystal,3,水晶球,R,3397,4,7
chest,1,清点财宝,chest,3,财宝炮击,R,3316,4,6
headless,2,万千触须,chest,1,清点财宝,R,3400,2,6
chest,2,财宝风暴,space,3,扭曲空间,R,2942,3,4
shell,2,吸收,chest,2,财宝风暴,L,3569,7,6
chest,3,财宝炮击,headless,1,恐吓,R,2988,2,5
hiding,1,缩头,space,1,虫洞,R,3615,4,7
space,1,虫洞,shell,3,暗影,R,3841,4,4
shell,1,复制,space,2,星波,L,3820,2,5
space,3,扭曲空间,headless,3,灵魂打击,R,2903,3,4
headless,3,灵魂打击,hiding,1,缩头,L,3180,4,4
hiding,2,防御,shell,1,复制,R,3948,4,5
shell,3,暗影,hiding,3,强化随从,L,4351,5,9
headless,2,万千触须,shell,2,吸收,R,3243,2,6
