左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
bamboo,1,自然恢复,fortune,1,骰子,L,3987,6,7
rainbow,3,反射,bamboo,1,自然恢复,R,3636,4,6
bamboo,1,自然恢复,pirate,2,朗姆酒,L,4467,7,6
line,1,连笔,bamboo,1,自然恢复,R,3477,6,6
bamboo,1,自然恢复,phoenix,3,强化涅槃,R,2787,2,5
crystal,2,碎晶爆破,bamboo,1,自然恢复,R,3337,3,6
bamboo,1,自然恢复,hiding,1,缩头,L,3728,6,5
shell,3,暗影,bamboo,1,自然恢复,L,3296,5,3
bamboo,2,竹击,ninja,1,手里剑,R,2537,2,5
ghost,3,虚化,bamboo,2,竹击,R,3250,4,5
bamboo,2,竹击,dice,2,命运骰子,R,3014,4,6
hunter,1,精准射击,bamboo,2,竹击,R,3391,5,5
bamboo,2,竹击,candy,3,糖果炸弹,R,2327,2,5
lightning,2,雷暴,bamboo,2,竹击,R,2974,4,4
bamboo,2,竹击,cyber,1,能量大炮,R,4293,5,5
chest,3,财宝炮击,bamboo,2,竹击,R,2961,3,5
bamboo,2,竹击,headless,2,万千触须,R,3173,3,3
ice,1,冰霜,bamboo,3,竹刺阵,R,3045,4,4
bamboo,3,竹刺阵,two_head,3,融合,L,3437,5,4
fortune,2,梭哈,bamboo,3,竹刺阵,R,2475,1,4
bamboo,3,竹刺阵,gambler,1,万能牌,L,3310,4,6
pirate,3,海盗船,bamboo,3,竹刺阵,R,3473,3,4
bamboo,3,竹刺阵,line,2,画龙点睛,R,3698,2,6
lava,1,地裂,bamboo,3,竹刺阵,R,3086,3,4
bamboo,3,竹刺阵,crystal,3,水晶球,L,2759,4,4
hiding,2,防御,bamboo,3,竹刺阵,L,3991,6,5
angel,1,祝福,angel,2,平等,R,3122,6,8
two_head,1,灵能冲击/锤击,angel,1,祝福,L,3974,6,8
angel,1,祝福,diamond,3,钻石冲撞,R,3736,7,6
rainbow,2,全色风暴,angel,1,祝福,R,3437,4,8
angel,1,祝福,pirate,1,火炮齐射,R,3256,6,4
bubble,3,泡泡爆破,angel,1,祝福,L,3856,8,8
angel,1,祝福,phoenix,2,烫伤,R,2557,4,5
crystal,1,水晶壁垒,angel,1,祝福,R,3486,4,9
angel,1,祝福,space,3,扭曲空间,R,3694,7,5
shell,2,吸收,angel,1,祝福,L,3577,6,7
angel,2,平等,ninja,3,背刺,R,3005,6,3
diamond,2,钻石滚球,angel,2,平等,L,2940,4,6
angel,2,平等,rainbow,1,棱镜护盾,L,2844,8,6
hunter,3,狩猎弹幕,angel,2,平等,R,2845,4,9
angel,2,平等,bubble,2,泡泡束缚,R,3154,6,7
phoenix,1,熔岩盾,angel,2,平等,L,3114,6,8
angel,2,平等,cyber,3,智能AI,R,4400,9,4
space,2,星波,angel,2,平等,R,2660,3,8
angel,2,平等,shell,1,复制,R,3172,7,4
ninja,3,背刺,angel,3,飞升,L,2605,4,4
angel,3,飞升,diamond,2,钻石滚球,R,3108,5,5
rainbow,1,棱镜护盾,angel,3,飞升,R,3841,7,8
angel,3,飞升,hunter,3,狩猎弹幕,R,2895,5,5
bubble,2,泡泡束缚,angel,3,飞升,L,3669,9,6
angel,3,飞升,phoenix,1,熔岩盾,R,2630,5,6
cyber,3,智能AI,angel,3,飞升,L,4458,4,8
angel,3,飞升,space,2,星波,R,3173,6,5
shell,1,复制,angel,3,飞升,L,3056,4,6
ice,1,冰霜,two_head,1,灵能冲击/锤击,R,3465,5,6
diamond,3,钻石冲撞,ice,1,冰霜,L,3178,6,5
ice,1,冰霜,rainbow,2,全色风暴,R,4294,7,3
pirate,1,火炮齐射,ice,1,冰霜,L,3138,6,5
ice,1,冰霜,bubble,3,泡泡爆破,R,3590,6,7
phoenix,2,烫伤,ice,1,冰霜,L,3140,5,5
ice,1,冰霜,crystal,1,水晶壁垒,R,3847,6,6
space,3,扭曲空间,ice,1,冰霜,L,2981,4,4
ice,1,冰霜,shell,2,吸收,R,3609,6,7
two_head,3,融合,ice,2,冰封,L,4507,6,9
ice,2,冰封,fortune,2,梭哈,R,4172,8,1
gambler,1,万能牌,ice,2,冰封,L,4402,9,9
ice,2,冰封,pirate,3,海盗船,R,3561,7,4
line,2,画龙点睛,ice,2,冰封,L,3331,5,6
ice,2,冰封,lava,1,地裂,R,3613,7,5
crystal,3,水晶球,ice,2,冰封,L,3580,5,7
ice,2,冰封,hiding,2,防御,R,3698,7,5
ninja,1,手里剑,ice,3,团队护盾,L,3545,5,3
ice,3,团队护盾,ghost,3,虚化,R,2922,4,5
dice,2,命运骰子,ice,3,团队护盾,R,4590,2,8
ice,3,团队护盾,hunter,1,精准射击,R,3432,4,7
candy,3,糖果炸弹,ice,3,团队护盾,L,2969,5,4
ice,3,团队护盾,lightning,2,雷暴,R,4179,6,7
cyber,1,能量大炮,ice,3,团队护盾,L,3663,6,5
ice,3,团队护盾,chest,3,财宝炮击,R,3547,5,5
headless,2,万千触须,ice,3,团队护盾,L,3713,3,4
ninja,1,手里剑,two_head,2,精神干扰/吸收,L,2709,6,3
fortune,1,骰子,ninja,1,手里剑,R,2683,4,5
ninja,1,手里剑,rainbow,3,反射,L,3004,5,3
pirate,2,朗姆酒,ninja,1,手里剑,R,2875,2,6
ninja,1,手里剑,line,1,连笔,L,2547,5,3
phoenix,3,强化涅槃,ninja,1,手里剑,L,2524,4,3
ninja,1,手里剑,crystal,2,碎晶爆破,L,2691,5,3
hiding,1,缩头,ninja,1,手里剑,R,3267,4,6
ninja,1,手里剑,shell,3,暗影,R,3238,3,3
diamond,1,坚不可摧,ninja,2,炸弹,R,3159,4,6
ninja,2,炸弹,dice,3,稳定骰子,L,2313,4,2
hunter,2,隐蔽,ninja,2,炸弹,R,2712,4,5
ninja,2,炸弹,bubble,1,泡泡盾,R,2814,3,5
lightning,3,雷盾,ninja,2,炸弹,R,2541,3,5
ninja,2,炸弹,cyber,2,侵入,R,3590,5,3
space,1,虫洞,ninja,2,炸弹,L,3974,7,4
ninja,2,炸弹,headless,3,灵魂打击,R,2759,3,4
ghost,2,灵魂风暴,ninja,3,背刺,L,2296,4,3
ninja,3,背刺,dice,1,孤注一掷,L,2538,4,2
gambler,3,命运之轮,ninja,3,背刺,R,2574,3,5
ninja,3,背刺,candy,2,糖衣炮弹,R,2815,2,3
lightning,1,涌动,ninja,3,背刺,R,2631,3,5
ninja,3,背刺,lava,3,熔岩爆发,R,2889,3,5
chest,2,财宝风暴,ninja,3,背刺,R,2503,3,5
ninja,3,背刺,headless,1,恐吓,R,3089,3,5
ghost,1,幽冥突袭,two_head,1,灵能冲击/锤击,L,2886,6,4
two_head,1,灵能冲击/锤击,fortune,3,招财进宝,R,4439,7,10
gambler,2,赌注,two_head,1,灵能冲击/锤击,L,2600,5,3
two_head,1,灵能冲击/锤击,candy,1,糖果锤,R,2749,3,6
line,3,墨水炸弹,two_head,1,灵能冲击/锤击,R,3836,5,5
two_head,1,灵能冲击/锤击,lava,2,岩浆涌动,R,3667,5,4
chest,1,清点财宝,two_head,1,灵能冲击/锤击,R,3287,3,6
two_head,1,灵能冲击/锤击,hiding,3,强化随从,L,3985,7,7
ghost,1,幽冥突袭,two_head,2,精神干扰/吸收,L,2598,5,3
two_head,2,精神干扰/吸收,fortune,3,招财进宝,R,4212,7,10
gambler,2,赌注,two_head,2,精神干扰/吸收,L,2875,5,4
two_head,2,精神干扰/吸收,candy,1,糖果锤,R,3456,4,6
line,3,墨水炸弹,two_head,2,精神干扰/吸收,L,4139,7,7
two_head,2,精神干扰/吸收,lava,2,岩浆涌动,R,4219,6,5
chest,1,清点财宝,two_head,2,精神干扰/吸收,R,4104,3,8
two_head,2,精神干扰/吸收,hiding,3,强化随从,R,3667,5,9
ghost,2,灵魂风暴,two_head,3,融合,L,2572,5,3
two_head,3,融合,dice,1,孤注一掷,R,3370,4,5
gambler,3,命运之轮,two_head,3,融合,R,3278,4,5
two_head,3,融合,candy,2,糖衣炮弹,R,3006,4,4
lightning,1,涌动,two_head,3,融合,R,3483,5,6
two_head,3,融合,lava,3,熔岩爆发,R,3854,5,8
chest,2,财宝风暴,two_head,3,融合,R,3577,3,6
two_head,3,融合,headless,1,恐吓,R,3254,4,5
diamond,1,坚不可摧,ghost,1,幽冥突袭,R,3138,4,6
ghost,1,幽冥突袭,dice,3,稳定骰子,L,2823,5,2
hunter,2,隐蔽,ghost,1,幽冥突袭,R,3199,5,7
ghost,1,幽冥突袭,bubble,1,泡泡盾,L,3352,7,4
lightning,3,雷盾,ghost,1,幽冥突袭,R,2561,3,5
ghost,1,幽冥突袭,cyber,2,侵入,R,3958,6,4
space,1,虫洞,ghost,1,幽冥突袭,R,2667,4,5
ghost,1,幽冥突袭,headless,3,灵魂打击,R,2962,4,5
fortune,1,骰子,ghost,2,灵魂风暴,R,2331,2,5
ghost,2,灵魂风暴,rainbow,3,反射,L,2327,4,2
pirate,2,朗姆酒,ghost,2,灵魂风暴,R,2405,2,5
ghost,2,灵魂风暴,line,1,连笔,L,2500,5,4
phoenix,3,强化涅槃,ghost,2,灵魂风暴,L,2673,4,4
ghost,2,灵魂风暴,crystal,2,碎晶爆破,L,2332,4,3
hiding,1,缩头,ghost,2,灵魂风暴,R,2540,3,5
ghost,2,灵魂风暴,shell,3,暗影,R,2772,3,4
dice,2,命运骰子,ghost,3,虚化,R,2742,2,4
ghost,3,虚化,hunter,1,精准射击,R,3436,5,6
candy,3,糖果炸弹,ghost,3,虚化,L,3021,4,4
ghost,3,虚化,lightning,2,雷暴,L,2652,4,3
cyber,1,能量大炮,ghost,3,虚化,L,4389,4,6
ghost,3,虚化,chest,3,财宝炮击,R,3297,4,5
headless,2,万千触须,ghost,3,虚化,R,3589,3,5
diamond,1,坚不可摧,fortune,2,梭哈,L,3827,7,2
gambler,1,万能牌,diamond,1,坚不可摧,R,4744,10,9
diamond,1,坚不可摧,pirate,3,海盗船,R,4150,6,6
line,2,画龙点睛,diamond,1,坚不可摧,R,4605,6,9
diamond,1,坚不可摧,lava,1,地裂,R,4223,6,7
crystal,3,水晶球,diamond,1,坚不可摧,L,4069,6,6
diamond,1,坚不可摧,hiding,2,防御,R,4129,6,6
diamond,3,钻石冲撞,diamond,2,钻石滚球,R,3859,6,6
diamond,2,钻石滚球,rainbow,2,全色风暴,L,3602,4,3
pirate,1,火炮齐射,diamond,2,钻石滚球,L,3115,4,4
diamond,2,钻石滚球,bubble,3,泡泡爆破,L,3061,4,4
phoenix,2,烫伤,diamond,2,钻石滚球,L,3039,5,2
diamond,2,钻石滚球,crystal,1,水晶壁垒,L,3667,5,5
space,3,扭曲空间,diamond,2,钻石滚球,R,3202,3,5
diamond,2,钻石滚球,shell,2,吸收,R,3306,5,6
rainbow,1,棱镜护盾,diamond,3,钻石冲撞,R,3134,6,6
diamond,3,钻石冲撞,hunter,3,狩猎弹幕,L,3628,7,6
bubble,2,泡泡束缚,diamond,3,钻石冲撞,L,4379,11,6
diamond,3,钻石冲撞,phoenix,1,熔岩盾,R,2681,3,6
cyber,3,智能AI,diamond,3,钻石冲撞,R,4774,4,8
diamond,3,钻石冲撞,space,2,星波,L,3713,4,5
shell,1,复制,diamond,3,钻石冲撞,L,3737,4,7
fortune,1,骰子,rainbow,1,棱镜护盾,L,3882,10,11
hunter,3,狩猎弹幕,fortune,1,骰子,L,3684,7,8
fortune,1,骰子,bubble,2,泡泡束缚,R,3849,5,10
phoenix,1,熔岩盾,fortune,1,骰子,L,2616,6,5
fortune,1,骰子,cyber,3,智能AI,R,3582,6,6
space,2,星波,fortune,1,骰子,L,3716,6,8
fortune,1,骰子,shell,1,复制,R,3147,5,5
rainbow,2,全色风暴,fortune,2,梭哈,R,3010,3,2
fortune,2,梭哈,pirate,1,火炮齐射,R,2281,1,5
bubble,3,泡泡爆破,fortune,2,梭哈,L,3137,5,1
fortune,2,梭哈,phoenix,2,烫伤,R,2310,1,4
crystal,1,水晶壁垒,fortune,2,梭哈,R,3359,4,2
fortune,2,梭哈,space,3,扭曲空间,R,2749,1,4
shell,2,吸收,fortune,2,梭哈,L,3007,6,2
fortune,3,招财进宝,gambler,1,万能牌,R,3338,3,7
pirate,3,海盗船,fortune,3,招财进宝,L,3363,3,3
fortune,3,招财进宝,line,2,画龙点睛,R,3029,2,5
lava,1,地裂,fortune,3,招财进宝,R,4325,6,10
fortune,3,招财进宝,crystal,3,水晶球,R,2870,2,6
hiding,2,防御,fortune,3,招财进宝,R,4144,5,2
dice,1,孤注一掷,dice,2,命运骰子,L,3125,4,3
hunter,1,精准射击,dice,1,孤注一掷,L,3269,7,4
dice,1,孤注一掷,candy,3,糖果炸弹,R,2228,2,4
lightning,2,雷暴,dice,1,孤注一掷,R,3008,4,3
dice,1,孤注一掷,cyber,1,能量大炮,R,2905,2,4
chest,3,财宝炮击,dice,1,孤注一掷,L,3477,4,2
dice,1,孤注一掷,headless,2,万千触须,R,2863,2,3
rainbow,3,反射,dice,2,命运骰子,R,2931,3,6
dice,2,命运骰子,pirate,2,朗姆酒,R,3073,2,4
line,1,连笔,dice,2,命运骰子,R,2922,5,5
dice,2,命运骰子,phoenix,3,强化涅槃,R,2434,2,4
crystal,2,碎晶爆破,dice,2,命运骰子,R,2854,4,5
dice,2,命运骰子,hiding,1,缩头,R,3594,3,6
shell,3,暗影,dice,2,命运骰子,L,2788,4,3
dice,3,稳定骰子,hunter,2,隐蔽,R,3444,2,8
bubble,1,泡泡盾,dice,3,稳定骰子,L,2937,5,2
dice,3,稳定骰子,lightning,3,雷盾,L,2759,4,3
cyber,2,侵入,dice,3,稳定骰子,L,3092,3,3
dice,3,稳定骰子,space,1,虫洞,R,2842,2,5
headless,3,灵魂打击,dice,3,稳定骰子,L,2629,4,2
rainbow,1,棱镜护盾,gambler,3,命运之轮,R,3492,6,6
candy,2,糖衣炮弹,rainbow,1,棱镜护盾,L,3030,5,5
rainbow,1,棱镜护盾,lightning,1,涌动,R,3647,5,6
lava,3,熔岩爆发,rainbow,1,棱镜护盾,L,3579,7,8
rainbow,1,棱镜护盾,chest,2,财宝风暴,R,3090,6,6
headless,1,恐吓,rainbow,1,棱镜护盾,L,3373,5,8
rainbow,2,全色风暴,gambler,2,赌注,R,2498,2,5
candy,1,糖果锤,rainbow,2,全色风暴,L,2699,6,2
rainbow,2,全色风暴,line,3,墨水炸弹,R,2792,3,5
lava,2,岩浆涌动,rainbow,2,全色风暴,L,3653,4,5
rainbow,2,全色风暴,chest,1,清点财宝,R,3400,4,7
hiding,3,强化随从,rainbow,2,全色风暴,L,3323,7,4
rainbow,3,反射,gambler,2,赌注,R,2490,2,5
candy,1,糖果锤,rainbow,3,反射,L,2733,6,2
rainbow,3,反射,line,3,墨水炸弹,R,2800,3,5
lava,2,岩浆涌动,rainbow,3,反射,R,3510,3,4
rainbow,3,反射,chest,1,清点财宝,R,3392,3,7
hiding,3,强化随从,rainbow,3,反射,L,3439,8,5
gambler,1,万能牌,gambler,3,命运之轮,L,3537,7,5
candy,2,糖衣炮弹,gambler,1,万能牌,L,2933,4,5
gambler,1,万能牌,lightning,1,涌动,L,3644,8,5
lava,3,熔岩爆发,gambler,1,万能牌,R,3928,6,8
gambler,1,万能牌,chest,2,财宝风暴,R,3863,8,8
headless,1,恐吓,gambler,1,万能牌,L,3745,5,7
gambler,2,赌注,hunter,2,隐蔽,L,2839,5,5
bubble,1,泡泡盾,gambler,2,赌注,L,3416,6,6
gambler,2,赌注,lightning,3,雷盾,L,2608,5,3
cyber,2,侵入,gambler,2,赌注,L,3574,4,5
gambler,2,赌注,space,1,虫洞,L,2696,5,4
headless,3,灵魂打击,gambler,2,赌注,R,2639,2,5
gambler,3,命运之轮,pirate,2,朗姆酒,R,3674,5,6
line,1,连笔,gambler,3,命运之轮,L,2918,6,4
gambler,3,命运之轮,phoenix,3,强化涅槃,R,2713,3,5
crystal,2,碎晶爆破,gambler,3,命运之轮,R,3513,3,6
gambler,3,命运之轮,hiding,1,缩头,R,3515,4,5
shell,3,暗影,gambler,3,命运之轮,L,2712,4,3
hunter,1,精准射击,candy,3,糖果炸弹,R,2651,4,5
lightning,2,雷暴,hunter,1,精准射击,R,2793,3,6
hunter,1,精准射击,cyber,1,能量大炮,R,3893,5,5
chest,3,财宝炮击,hunter,1,精准射击,R,2773,2,5
hunter,1,精准射击,headless,2,万千触须,L,3702,7,3
pirate,3,海盗船,hunter,2,隐蔽,L,4212,4,8
hunter,2,隐蔽,line,2,画龙点睛,R,3848,7,7
lava,1,地裂,hunter,2,隐蔽,L,4106,6,8
hunter,2,隐蔽,crystal,3,水晶球,L,4292,9,3
hiding,2,防御,hunter,2,隐蔽,L,4117,6,7
hunter,3,狩猎弹幕,pirate,1,火炮齐射,R,3221,5,6
bubble,3,泡泡爆破,hunter,3,狩猎弹幕,R,3088,5,6
hunter,3,狩猎弹幕,phoenix,2,烫伤,R,2996,5,6
crystal,1,水晶壁垒,hunter,3,狩猎弹幕,R,3543,5,7
hunter,3,狩猎弹幕,space,3,扭曲空间,L,3360,6,4
shell,2,吸收,hunter,3,狩猎弹幕,R,3638,6,7
pirate,1,火炮齐射,bubble,2,泡泡束缚,L,3438,3,7
phoenix,1,熔岩盾,pirate,1,火炮齐射,L,2524,5,3
pirate,1,火炮齐射,cyber,3,智能AI,R,3910,4,5
space,2,星波,pirate,1,火炮齐射,R,3122,4,6
pirate,1,火炮齐射,shell,1,复制,R,2970,5,4
bubble,2,泡泡束缚,pirate,2,朗姆酒,L,4266,10,5
pirate,2,朗姆酒,phoenix,1,熔岩盾,R,3196,3,7
cyber,3,智能AI,pirate,2,朗姆酒,L,4742,4,5
pirate,2,朗姆酒,space,2,星波,L,4112,4,6
shell,1,复制,pirate,2,朗姆酒,L,3972,6,5
pirate,3,海盗船,bubble,3,泡泡爆破,L,3292,3,5
phoenix,2,烫伤,pirate,3,海盗船,L,2781,5,3
pirate,3,海盗船,crystal,1,水晶壁垒,L,3529,5,5
space,3,扭曲空间,pirate,3,海盗船,R,3343,4,5
pirate,3,海盗船,shell,2,吸收,R,3533,3,7
line,2,画龙点睛,candy,1,糖果锤,R,3001,4,5
candy,1,糖果锤,lava,1,地裂,L,2890,4,3
crystal,3,水晶球,candy,1,糖果锤,R,2643,4,5
candy,1,糖果锤,hiding,2,防御,L,3485,6,4
candy,3,糖果炸弹,candy,2,糖衣炮弹,L,3461,4,3
candy,2,糖衣炮弹,lightning,2,雷暴,L,2545,3,3
cyber,1,能量大炮,candy,2,糖衣炮弹,R,3765,3,5
candy,2,糖衣炮弹,chest,3,财宝炮击,L,3608,6,5
headless,2,万千触须,candy,2,糖衣炮弹,R,2745,2,4
candy,3,糖果炸弹,line,1,连笔,L,2895,3,5
phoenix,3,强化涅槃,candy,3,糖果炸弹,L,3081,5,3
candy,3,糖果炸弹,crystal,2,碎晶爆破,L,2948,5,3
hiding,1,缩头,candy,3,糖果炸弹,R,2878,3,5
candy,3,糖果炸弹,shell,3,暗影,R,3580,4,5
lightning,3,雷盾,bubble,1,泡泡盾,R,3364,4,6
bubble,1,泡泡盾,cyber,2,侵入,R,3064,4,5
space,1,虫洞,bubble,1,泡泡盾,R,3457,5,5
bubble,1,泡泡盾,headless,3,灵魂打击,R,2956,4,4
lightning,1,涌动,bubble,2,泡泡束缚,R,3167,4,8
bubble,2,泡泡束缚,lava,3,熔岩爆发,L,4184,10,6
chest,2,财宝风暴,bubble,2,泡泡束缚,R,3261,3,9
bubble,2,泡泡束缚,headless,1,恐吓,R,3522,7,6
line,3,墨水炸弹,bubble,3,泡泡爆破,R,3552,5,7
bubble,3,泡泡爆破,lava,2,岩浆涌动,R,3645,6,4
chest,1,清点财宝,bubble,3,泡泡爆破,L,3392,6,5
bubble,3,泡泡爆破,hiding,3,强化随从,R,3750,6,9
line,3,墨水炸弹,line,1,连笔,R,3443,5,7
line,1,连笔,lava,2,岩浆涌动,R,3467,6,4
chest,1,清点财宝,line,1,连笔,R,3718,3,8
line,1,连笔,hiding,3,强化随从,L,3430,7,7
lightning,1,涌动,line,2,画龙点睛,R,3434,5,6
line,2,画龙点睛,lava,3,熔岩爆发,L,3356,6,5
chest,2,财宝风暴,line,2,画龙点睛,L,2731,5,3
line,2,画龙点睛,headless,1,恐吓,R,3322,3,5
lightning,3,雷盾,line,3,墨水炸弹,R,2888,4,5
line,3,墨水炸弹,cyber,2,侵入,R,2851,4,4
space,1,虫洞,line,3,墨水炸弹,L,3118,6,4
line,3,墨水炸弹,headless,3,灵魂打击,R,2868,4,4
phoenix,3,强化涅槃,lightning,1,涌动,L,2908,5,4
lightning,1,涌动,crystal,2,碎晶爆破,L,3896,6,4
hiding,1,缩头,lightning,1,涌动,L,3813,5,5
lightning,1,涌动,shell,3,暗影,R,3081,4,4
cyber,1,能量大炮,lightning,2,雷暴,L,3637,5,5
lightning,2,雷暴,chest,3,财宝炮击,R,2877,3,4
headless,2,万千触须,lightning,2,雷暴,L,3455,3,4
lightning,3,雷盾,lava,1,地裂,R,3176,4,5
crystal,3,水晶球,lightning,3,雷盾,L,2825,4,4
lightning,3,雷盾,hiding,2,防御,R,3839,5,6
phoenix,2,烫伤,phoenix,1,熔岩盾,L,3052,5,5
phoenix,1,熔岩盾,crystal,1,水晶壁垒,L,2400,5,3
space,3,扭曲空间,phoenix,1,熔岩盾,R,3110,4,7
phoenix,1,熔岩盾,shell,2,吸收,L,3364,7,5
cyber,3,智能AI,phoenix,2,烫伤,R,3831,3,6
phoenix,2,烫伤,space,2,星波,L,3240,6,4
shell,1,复制,phoenix,2,烫伤,R,2660,2,5
phoenix,3,强化涅槃,cyber,3,智能AI,L,4864,7,4
space,2,星波,phoenix,3,强化涅槃,R,3154,4,5
phoenix,3,强化涅槃,shell,1,复制,L,2992,5,3
crystal,1,水晶壁垒,lava,1,地裂,R,3354,4,5
lava,1,地裂,space,3,扭曲空间,R,3191,3,4
shell,2,吸收,lava,1,地裂,R,3788,4,6
lava,2,岩浆涌动,crystal,3,水晶球,R,3765,4,6
hiding,2,防御,lava,2,岩浆涌动,L,4208,6,4
lava,3,熔岩爆发,cyber,1,能量大炮,R,2965,4,5
chest,3,财宝炮击,lava,3,熔岩爆发,R,4156,3,8
lava,3,熔岩爆发,headless,2,万千触须,R,3794,5,4
crystal,2,碎晶爆破,cyber,1,能量大炮,R,2879,3,5
cyber,1,能量大炮,hiding,1,缩头,L,3727,6,5
shell,3,暗影,cyber,1,能量大炮,L,4665,5,5
cyber,2,侵入,space,1,虫洞,L,3457,5,5
headless,3,灵魂打击,cyber,2,侵入,R,3232,3,5
cyber,3,智能AI,chest,2,财宝风暴,R,4707,4,9
headless,1,恐吓,cyber,3,智能AI,R,4491,4,4
crystal,1,水晶壁垒,chest,1,清点财宝,R,3537,4,7
hiding,3,强化随从,crystal,1,水晶壁垒,L,3673,8,5
crystal,2,碎晶爆破,chest,1,清点财宝,L,3619,5,5
hiding,3,强化随从,crystal,2,碎晶爆破,R,3368,5,5
crystal,3,水晶球,chest,2,财宝风暴,R,2819,5,5
headless,1,恐吓,crystal,3,水晶球,R,3205,3,6
chest,1,清点财宝,space,1,虫洞,R,3371,4,6
headless,3,灵魂打击,chest,1,清点财宝,R,3387,3,6
chest,2,财宝风暴,hiding,1,缩头,L,3954,2,5
shell,3,暗影,chest,2,财宝风暴,L,3418,5,3
chest,3,财宝炮击,headless,2,万千触须,R,3237,3,3
hiding,2,防御,space,1,虫洞,R,3686,4,7
space,2,星波,space,3,扭曲空间,L,2890,4,3
shell,2,吸收,space,2,星波,R,3869,6,6
space,3,扭曲空间,shell,1,复制,R,3770,4,5
shell,1,复制,hiding,1,缩头,L,4344,5,6
hiding,2,防御,shell,2,吸收,R,4167,5,8
headless,2,万千触须,headless,1,恐吓,R,3326,2,5
