左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
ice,1,冰霜,lava,2,岩浆涌动,R,3513,5,4
chest,1,清点财宝,ice,1,冰霜,R,3046,4,6
ice,1,冰霜,hiding,3,强化随从,R,3299,5,8
ninja,1,手里剑,ice,2,冰封,L,3182,5,5
ice,2,冰封,ghost,3,虚化,R,2857,5,4
dice,2,命运骰子,ice,2,冰封,R,3142,3,6
ice,2,冰封,hunter,1,精准射击,R,3443,7,6
candy,3,糖果炸弹,ice,2,冰封,L,3588,5,7
ice,2,冰封,lightning,2,雷暴,R,3094,5,4
cyber,1,能量大炮,ice,2,冰封,L,4731,5,8
ice,2,冰封,chest,3,财宝炮击,R,3591,7,4
headless,2,万千触须,ice,2,冰封,L,3932,4,7
ice,3,团队护盾,two_head,1,灵能冲击/锤击,R,4525,6,8
diamond,3,钻石冲撞,ice,3,团队护盾,L,3234,5,4
ice,3,团队护盾,rainbow,2,全色风暴,R,2990,4,5
pirate,1,火炮齐射,ice,3,团队护盾,L,3089,6,4
ice,3,团队护盾,bubble,3,泡泡爆破,L,3780,6,6
phoenix,2,烫伤,ice,3,团队护盾,L,4319,7,6
ice,3,团队护盾,crystal,1,水晶壁垒,R,3844,5,6
space,3,扭曲空间,ice,3,团队护盾,L,4157,5,6
ice,3,团队护盾,shell,2,吸收,R,3781,5,8
ghost,2,灵魂风暴,ninja,1,手里剑,L,2671,5,4
ninja,1,手里剑,dice,1,孤注一掷,L,2584,5,2
gambler,3,命运之轮,ninja,1,手里剑,R,2384,3,5
ninja,1,手里剑,candy,2,糖衣炮弹,L,3590,6,4
lightning,1,涌动,ninja,1,手里剑,R,2519,3,5
ninja,1,手里剑,lava,3,熔岩爆发,L,3077,4,3
chest,2,财宝风暴,ninja,1,手里剑,R,2453,3,5
ninja,1,手里剑,headless,1,恐吓,L,3091,5,3
two_head,2,精神干扰/吸收,ninja,2,炸弹,R,2508,3,5
ninja,2,炸弹,fortune,1,骰子,L,2678,5,5
rainbow,3,反射,ninja,2,炸弹,R,2687,3,5
ninja,2,炸弹,pirate,2,朗姆酒,L,3123,6,4
line,1,连笔,ninja,2,炸弹,R,2604,4,5
ninja,2,炸弹,phoenix,3,强化涅槃,R,2972,2,5
crystal,2,碎晶爆破,ninja,2,炸弹,R,2509,3,5
ninja,2,炸弹,hiding,1,缩头,L,3711,6,4
shell,3,暗影,ninja,2,炸弹,R,2522,3,5
ninja,3,背刺,diamond,2,钻石滚球,L,3118,5,4
rainbow,1,棱镜护盾,ninja,3,背刺,R,3363,6,6
ninja,3,背刺,hunter,3,狩猎弹幕,R,3097,2,6
bubble,2,泡泡束缚,ninja,3,背刺,R,2773,5,4
ninja,3,背刺,phoenix,1,熔岩盾,R,2913,2,6
cyber,3,智能AI,ninja,3,背刺,R,4034,3,6
ninja,3,背刺,space,2,星波,R,3034,3,5
shell,1,复制,ninja,3,背刺,R,2665,3,5
two_head,1,灵能冲击/锤击,diamond,1,坚不可摧,R,3778,3,7
dice,3,稳定骰子,two_head,1,灵能冲击/锤击,L,2646,3,3
two_head,1,灵能冲击/锤击,hunter,2,隐蔽,L,3542,6,6
bubble,1,泡泡盾,two_head,1,灵能冲击/锤击,R,3619,5,5
two_head,1,灵能冲击/锤击,lightning,3,雷盾,L,3576,6,5
cyber,2,侵入,two_head,1,灵能冲击/锤击,L,3693,6,5
two_head,1,灵能冲击/锤击,space,1,虫洞,R,3188,4,6
headless,3,灵魂打击,two_head,1,灵能冲击/锤击,L,3105,4,4
two_head,2,精神干扰/吸收,diamond,1,坚不可摧,R,4195,7,8
dice,3,稳定骰子,two_head,2,精神干扰/吸收,R,3544,2,7
two_head,2,精神干扰/吸收,hunter,2,隐蔽,L,3835,6,7
bubble,1,泡泡盾,two_head,2,精神干扰/吸收,R,4071,6,8
two_head,2,精神干扰/吸收,lightning,3,雷盾,R,4215,6,7
cyber,2,侵入,two_head,2,精神干扰/吸收,L,4159,6,6
two_head,2,精神干扰/吸收,space,1,虫洞,R,3329,4,6
headless,3,灵魂打击,two_head,2,精神干扰/吸收,L,3162,4,4
two_head,3,融合,diamond,2,钻石滚球,R,3357,4,5
rainbow,1,棱镜护盾,two_head,3,融合,L,3402,10,4
two_head,3,融合,hunter,3,狩猎弹幕,R,2991,4,5
bubble,2,泡泡束缚,two_head,3,融合,L,3636,8,4
two_head,3,融合,phoenix,1,熔岩盾,R,2888,3,6
cyber,3,智能AI,two_head,3,融合,R,5066,4,8
two_head,3,融合,space,2,星波,R,3070,4,4
shell,1,复制,two_head,3,融合,L,3980,6,5
ghost,1,幽冥突袭,fortune,1,骰子,L,2752,5,5
rainbow,3,反射,ghost,1,幽冥突袭,R,3047,2,5
ghost,1,幽冥突袭,pirate,2,朗姆酒,L,3731,6,4
line,1,连笔,ghost,1,幽冥突袭,R,2508,4,5
ghost,1,幽冥突袭,phoenix,3,强化涅槃,R,2971,5,4
crystal,2,碎晶爆破,ghost,1,幽冥突袭,R,2493,2,5
ghost,1,幽冥突袭,hiding,1,缩头,L,2929,4,4
shell,3,暗影,ghost,1,幽冥突袭,R,2592,2,5
ghost,2,灵魂风暴,dice,1,孤注一掷,L,2355,4,2
gambler,3,命运之轮,ghost,2,灵魂风暴,R,2055,2,4
ghost,2,灵魂风暴,candy,2,糖衣炮弹,L,2555,5,3
lightning,1,涌动,ghost,2,灵魂风暴,R,2171,3,4
ghost,2,灵魂风暴,lava,3,熔岩爆发,L,2339,4,3
chest,2,财宝风暴,ghost,2,灵魂风暴,R,2225,2,4
ghost,2,灵魂风暴,headless,1,恐吓,L,2938,5,3
diamond,3,钻石冲撞,ghost,3,虚化,L,3614,3,5
ghost,3,虚化,rainbow,2,全色风暴,R,2703,3,4
pirate,1,火炮齐射,ghost,3,虚化,R,3122,2,5
ghost,3,虚化,bubble,3,泡泡爆破,L,2617,4,4
phoenix,2,烫伤,ghost,3,虚化,L,2776,5,4
ghost,3,虚化,crystal,1,水晶壁垒,L,2699,4,3
space,3,扭曲空间,ghost,3,虚化,R,2516,3,4
ghost,3,虚化,shell,2,吸收,L,3258,5,5
dice,2,命运骰子,diamond,1,坚不可摧,R,3699,4,7
diamond,1,坚不可摧,hunter,1,精准射击,L,4078,7,7
candy,3,糖果炸弹,diamond,1,坚不可摧,L,3902,7,6
diamond,1,坚不可摧,lightning,2,雷暴,R,3742,5,5
cyber,1,能量大炮,diamond,1,坚不可摧,L,4079,5,6
diamond,1,坚不可摧,chest,3,财宝炮击,R,3421,4,4
headless,2,万千触须,diamond,1,坚不可摧,L,3903,4,6
diamond,2,钻石滚球,fortune,3,招财进宝,L,4387,6,3
gambler,2,赌注,diamond,2,钻石滚球,R,3378,5,2
diamond,2,钻石滚球,candy,1,糖果锤,R,3347,3,7
line,3,墨水炸弹,diamond,2,钻石滚球,R,2895,3,4
diamond,2,钻石滚球,lava,2,岩浆涌动,L,3331,4,3
chest,1,清点财宝,diamond,2,钻石滚球,R,3657,3,6
diamond,2,钻石滚球,hiding,3,强化随从,R,3665,2,8
fortune,2,梭哈,diamond,3,钻石冲撞,R,2978,1,6
diamond,3,钻石冲撞,gambler,1,万能牌,L,2907,6,5
pirate,3,海盗船,diamond,3,钻石冲撞,R,3782,4,8
diamond,3,钻石冲撞,line,2,画龙点睛,L,2772,5,3
lava,1,地裂,diamond,3,钻石冲撞,R,3665,5,6
diamond,3,钻石冲撞,crystal,3,水晶球,L,3288,6,7
hiding,2,防御,diamond,3,钻石冲撞,R,3751,4,7
fortune,1,骰子,fortune,2,梭哈,R,3097,5,2
gambler,1,万能牌,fortune,1,骰子,R,3585,6,9
fortune,1,骰子,pirate,3,海盗船,R,3774,8,6
line,2,画龙点睛,fortune,1,骰子,R,3799,4,5
fortune,1,骰子,lava,1,地裂,R,3283,5,5
crystal,3,水晶球,fortune,1,骰子,L,3174,7,6
fortune,1,骰子,hiding,2,防御,R,3190,5,5
fortune,3,招财进宝,fortune,2,梭哈,L,2956,2,2
fortune,2,梭哈,gambler,2,赌注,R,2536,1,5
candy,1,糖果锤,fortune,2,梭哈,L,3045,5,1
fortune,2,梭哈,line,3,墨水炸弹,R,3088,2,5
lava,2,岩浆涌动,fortune,2,梭哈,L,3112,4,1
fortune,2,梭哈,chest,1,清点财宝,R,3110,1,6
hiding,3,强化随从,fortune,2,梭哈,L,3165,8,2
fortune,3,招财进宝,dice,2,命运骰子,L,3258,2,5
hunter,1,精准射击,fortune,3,招财进宝,L,3441,7,5
fortune,3,招财进宝,candy,3,糖果炸弹,R,2709,2,5
lightning,2,雷暴,fortune,3,招财进宝,R,3603,4,5
fortune,3,招财进宝,cyber,1,能量大炮,R,3026,2,5
chest,3,财宝炮击,fortune,3,招财进宝,R,3070,3,3
fortune,3,招财进宝,headless,2,万千触须,R,3215,2,4
rainbow,2,全色风暴,dice,1,孤注一掷,L,2173,3,2
dice,1,孤注一掷,pirate,1,火炮齐射,R,2353,2,5
bubble,3,泡泡爆破,dice,1,孤注一掷,L,3074,5,3
dice,1,孤注一掷,phoenix,2,烫伤,R,2160,2,3
crystal,1,水晶壁垒,dice,1,孤注一掷,R,3690,4,6
dice,1,孤注一掷,space,3,扭曲空间,R,2791,2,3
shell,2,吸收,dice,1,孤注一掷,L,3004,6,4
dice,2,命运骰子,gambler,3,命运之轮,L,2701,4,3
candy,2,糖衣炮弹,dice,2,命运骰子,L,2522,4,3
dice,2,命运骰子,lightning,1,涌动,R,2968,3,5
lava,3,熔岩爆发,dice,2,命运骰子,L,2746,5,3
dice,2,命运骰子,chest,2,财宝风暴,R,2677,4,5
headless,1,恐吓,dice,2,命运骰子,L,2998,5,3
dice,3,稳定骰子,rainbow,3,反射,R,2135,1,4
pirate,2,朗姆酒,dice,3,稳定骰子,L,3780,5,3
dice,3,稳定骰子,line,1,连笔,R,2991,2,6
phoenix,3,强化涅槃,dice,3,稳定骰子,L,2248,4,2
dice,3,稳定骰子,crystal,2,碎晶爆破,R,2725,3,3
hiding,1,缩头,dice,3,稳定骰子,L,3149,4,3
dice,3,稳定骰子,shell,3,暗影,R,3035,2,4
hunter,3,狩猎弹幕,rainbow,1,棱镜护盾,R,2828,4,10
rainbow,1,棱镜护盾,bubble,2,泡泡束缚,L,3566,8,8
phoenix,1,熔岩盾,rainbow,1,棱镜护盾,R,3203,5,12
rainbow,1,棱镜护盾,cyber,3,智能AI,L,5581,16,5
space,2,星波,rainbow,1,棱镜护盾,R,2860,3,10
rainbow,1,棱镜护盾,shell,1,复制,L,2857,10,3
hunter,2,隐蔽,rainbow,2,全色风暴,R,3532,6,6
rainbow,2,全色风暴,bubble,1,泡泡盾,L,2659,4,4
lightning,3,雷盾,rainbow,2,全色风暴,R,2738,3,5
rainbow,2,全色风暴,cyber,2,侵入,L,4526,6,3
space,1,虫洞,rainbow,2,全色风暴,R,4153,5,7
rainbow,2,全色风暴,headless,3,灵魂打击,L,2431,4,3
hunter,2,隐蔽,rainbow,3,反射,R,2887,5,5
rainbow,3,反射,bubble,1,泡泡盾,L,2417,4,3
lightning,3,雷盾,rainbow,3,反射,R,2599,3,5
rainbow,3,反射,cyber,2,侵入,L,3459,5,3
space,1,虫洞,rainbow,3,反射,R,3196,5,6
rainbow,3,反射,headless,3,灵魂打击,L,2512,4,3
hunter,3,狩猎弹幕,gambler,1,万能牌,L,3576,6,7
gambler,1,万能牌,bubble,2,泡泡束缚,R,3595,6,9
phoenix,1,熔岩盾,gambler,1,万能牌,L,3272,7,6
gambler,1,万能牌,cyber,3,智能AI,R,4203,7,7
space,2,星波,gambler,1,万能牌,L,3470,5,7
gambler,1,万能牌,shell,1,复制,R,3348,6,5
pirate,2,朗姆酒,gambler,2,赌注,R,3079,2,6
gambler,2,赌注,line,1,连笔,L,2613,5,4
phoenix,3,强化涅槃,gambler,2,赌注,L,2625,4,4
gambler,2,赌注,crystal,2,碎晶爆破,L,2564,5,3
hiding,1,缩头,gambler,2,赌注,R,2719,2,5
gambler,2,赌注,shell,3,暗影,R,3292,3,4
candy,2,糖衣炮弹,gambler,3,命运之轮,L,2491,2,3
gambler,3,命运之轮,lightning,1,涌动,R,3525,5,6
lava,3,熔岩爆发,gambler,3,命运之轮,L,2598,4,3
gambler,3,命运之轮,chest,2,财宝风暴,R,2539,3,5
headless,1,恐吓,gambler,3,命运之轮,L,2904,4,4
hunter,1,精准射击,pirate,1,火炮齐射,R,2740,4,5
bubble,3,泡泡爆破,hunter,1,精准射击,R,2518,3,5
hunter,1,精准射击,phoenix,2,烫伤,R,2652,4,5
crystal,1,水晶壁垒,hunter,1,精准射击,R,3559,3,7
hunter,1,精准射击,space,3,扭曲空间,L,2978,6,3
shell,2,吸收,hunter,1,精准射击,R,3330,4,6
hunter,2,隐蔽,candy,3,糖果炸弹,R,4001,7,8
lightning,2,雷暴,hunter,2,隐蔽,R,3814,5,9
hunter,2,隐蔽,cyber,1,能量大炮,R,4415,8,7
chest,3,财宝炮击,hunter,2,隐蔽,L,3694,4,7
hunter,2,隐蔽,headless,2,万千触须,R,3751,6,4
candy,1,糖果锤,hunter,3,狩猎弹幕,L,2902,5,4
hunter,3,狩猎弹幕,line,3,墨水炸弹,L,3291,6,5
lava,2,岩浆涌动,hunter,3,狩猎弹幕,R,3110,3,5
hunter,3,狩猎弹幕,chest,1,清点财宝,L,3783,6,6
hiding,3,强化随从,hunter,3,狩猎弹幕,L,3825,8,6
pirate,1,火炮齐射,pirate,3,海盗船,L,2778,5,3
line,2,画龙点睛,pirate,1,火炮齐射,R,2520,3,5
pirate,1,火炮齐射,lava,1,地裂,L,3077,4,4
crystal,3,水晶球,pirate,1,火炮齐射,R,2722,5,6
pirate,1,火炮齐射,hiding,2,防御,L,4008,8,5
pirate,3,海盗船,pirate,2,朗姆酒,R,4455,4,5
pirate,2,朗姆酒,line,2,画龙点睛,R,3678,4,4
lava,1,地裂,pirate,2,朗姆酒,L,3491,4,4
pirate,2,朗姆酒,crystal,3,水晶球,R,3728,4,9
hiding,2,防御,pirate,2,朗姆酒,L,4565,6,6
pirate,3,海盗船,candy,1,糖果锤,R,3699,4,8
line,3,墨水炸弹,pirate,3,海盗船,R,2900,4,4
pirate,3,海盗船,lava,2,岩浆涌动,R,3611,3,4
chest,1,清点财宝,pirate,3,海盗船,R,3428,5,5
pirate,3,海盗船,hiding,3,强化随从,L,4235,6,8
candy,3,糖果炸弹,candy,1,糖果锤,R,3198,4,7
candy,1,糖果锤,lightning,2,雷暴,L,3734,6,3
cyber,1,能量大炮,candy,1,糖果锤,L,3155,6,4
candy,1,糖果锤,chest,3,财宝炮击,R,3068,4,5
headless,2,万千触须,candy,1,糖果锤,R,3007,2,5
candy,2,糖衣炮弹,bubble,3,泡泡爆破,L,3229,5,5
phoenix,2,烫伤,candy,2,糖衣炮弹,L,2581,5,3
candy,2,糖衣炮弹,crystal,1,水晶壁垒,L,3593,3,5
space,3,扭曲空间,candy,2,糖衣炮弹,R,2936,3,5
candy,2,糖衣炮弹,shell,2,吸收,L,3366,5,6
lightning,1,涌动,candy,3,糖果炸弹,R,2829,3,5
candy,3,糖果炸弹,lava,3,熔岩爆发,R,2863,4,6
chest,2,财宝风暴,candy,3,糖果炸弹,R,2819,3,6
candy,3,糖果炸弹,headless,1,恐吓,R,3538,3,6
line,1,连笔,bubble,1,泡泡盾,R,3484,6,6
bubble,1,泡泡盾,phoenix,3,强化涅槃,R,2964,4,5
crystal,2,碎晶爆破,bubble,1,泡泡盾,R,3242,4,6
bubble,1,泡泡盾,hiding,1,缩头,R,3588,5,6
shell,3,暗影,bubble,1,泡泡盾,R,3406,3,6
bubble,2,泡泡束缚,phoenix,1,熔岩盾,R,3432,7,7
cyber,3,智能AI,bubble,2,泡泡束缚,L,5054,4,11
bubble,2,泡泡束缚,space,2,星波,L,4030,10,5
shell,1,复制,bubble,2,泡泡束缚,L,3784,3,8
bubble,3,泡泡爆破,lightning,3,雷盾,L,3799,6,5
cyber,2,侵入,bubble,3,泡泡爆破,L,3428,5,5
bubble,3,泡泡爆破,space,1,虫洞,R,2987,4,5
headless,3,灵魂打击,bubble,3,泡泡爆破,L,3066,4,5
line,1,连笔,lightning,3,雷盾,L,3078,5,4
cyber,2,侵入,line,1,连笔,L,3038,5,5
line,1,连笔,space,1,虫洞,R,2945,5,6
headless,3,灵魂打击,line,1,连笔,L,2499,3,4
line,2,画龙点睛,phoenix,1,熔岩盾,R,2825,4,6
cyber,3,智能AI,line,2,画龙点睛,L,4703,5,6
line,2,画龙点睛,space,2,星波,R,3365,5,5
shell,1,复制,line,2,画龙点睛,L,3596,4,5
line,3,墨水炸弹,phoenix,3,强化涅槃,R,2828,4,4
crystal,2,碎晶爆破,line,3,墨水炸弹,R,3276,4,6
line,3,墨水炸弹,hiding,1,缩头,R,3092,4,5
shell,3,暗影,line,3,墨水炸弹,L,3683,5,4
lightning,1,涌动,lava,3,熔岩爆发,R,2952,4,5
chest,2,财宝风暴,lightning,1,涌动,L,3328,5,4
lightning,1,涌动,headless,1,恐吓,R,2855,3,5
phoenix,2,烫伤,lightning,2,雷暴,L,2536,5,3
lightning,2,雷暴,crystal,1,水晶壁垒,L,3559,6,5
space,3,扭曲空间,lightning,2,雷暴,L,2760,4,3
lightning,2,雷暴,shell,2,吸收,R,3586,4,7
cyber,1,能量大炮,lightning,3,雷盾,L,4316,5,6
lightning,3,雷盾,chest,3,财宝炮击,R,3052,4,5
headless,2,万千触须,lightning,3,雷盾,L,3629,3,4
phoenix,1,熔岩盾,lava,2,岩浆涌动,L,3100,7,3
chest,1,清点财宝,phoenix,1,熔岩盾,R,2926,3,6
phoenix,1,熔岩盾,hiding,3,强化随从,L,2392,5,4
lava,1,地裂,phoenix,2,烫伤,R,3166,4,5
phoenix,2,烫伤,crystal,3,水晶球,L,2459,5,3
hiding,2,防御,phoenix,2,烫伤,R,2643,2,4
phoenix,3,强化涅槃,lava,1,地裂,L,3596,5,5
crystal,3,水晶球,phoenix,3,强化涅槃,R,3182,3,4
phoenix,3,强化涅槃,hiding,2,防御,L,3292,4,4
lava,2,岩浆涌动,lava,1,地裂,R,3488,3,5
lava,1,地裂,chest,1,清点财宝,L,3556,5,5
hiding,3,强化随从,lava,1,地裂,L,3380,5,4
lava,2,岩浆涌动,cyber,1,能量大炮,R,3539,3,6
chest,3,财宝炮击,lava,2,岩浆涌动,L,2851,4,3
lava,2,岩浆涌动,headless,2,万千触须,R,3569,3,3
crystal,1,水晶壁垒,lava,3,熔岩爆发,R,3547,4,7
lava,3,熔岩爆发,space,3,扭曲空间,L,3940,7,5
shell,2,吸收,lava,3,熔岩爆发,R,3141,4,6
cyber,1,能量大炮,chest,2,财宝风暴,R,4040,4,7
headless,1,恐吓,cyber,1,能量大炮,R,4462,5,5
cyber,2,侵入,crystal,2,碎晶爆破,L,3212,5,3
hiding,1,缩头,cyber,2,侵入,R,3805,4,6
cyber,2,侵入,shell,3,暗影,L,3807,4,3
space,2,星波,cyber,3,智能AI,R,4476,5,4
cyber,3,智能AI,shell,1,复制,L,4437,4,5
space,1,虫洞,crystal,1,水晶壁垒,L,3246,6,4
crystal,1,水晶壁垒,headless,3,灵魂打击,R,2909,3,4
space,1,虫洞,crystal,2,碎晶爆破,L,3185,6,3
crystal,2,碎晶爆破,headless,3,灵魂打击,R,2623,3,4
space,2,星波,crystal,3,水晶球,L,2931,4,5
crystal,3,水晶球,shell,1,复制,L,3451,5,3
hiding,1,缩头,chest,1,清点财宝,L,3890,6,6
chest,1,清点财宝,shell,3,暗影,R,4107,5,5
headless,1,恐吓,chest,2,财宝风暴,R,3956,5,6
chest,3,财宝炮击,space,3,扭曲空间,L,2843,3,3
shell,2,吸收,chest,3,财宝炮击,R,3713,6,6
space,1,虫洞,headless,2,万千触须,L,4172,6,3
hiding,3,强化随从,space,2,星波,L,3555,7,5
space,3,扭曲空间,hiding,2,防御,R,3623,4,5
hiding,2,防御,hiding,1,缩头,L,4678,6,6
hiding,2,防御,hiding,3,强化随从,R,4290,5,9
headless,2,万千触须,hiding,3,强化随从,R,3440,3,8
headless,1,恐吓,shell,2,吸收,L,3630,6,5
