左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
bamboo,3,竹刺阵,lava,3,熔岩爆发,L,3389,5,4
chest,2,财宝风暴,bamboo,3,竹刺阵,R,2471,3,4
bamboo,3,竹刺阵,headless,1,恐吓,R,3218,2,5
ice,1,冰霜,angel,1,祝福,R,3312,5,8
angel,1,祝福,two_head,3,融合,L,4441,10,6
fortune,2,梭哈,angel,1,祝福,R,3283,2,8
angel,1,祝福,gambler,1,万能牌,R,4395,9,10
pirate,3,海盗船,angel,1,祝福,L,3632,3,7
angel,1,祝福,line,2,画龙点睛,L,4019,10,6
lava,1,地裂,angel,1,祝福,R,4005,5,10
angel,1,祝福,crystal,3,水晶球,L,3730,8,4
hiding,2,防御,angel,1,祝福,L,3700,5,7
angel,2,平等,angel,3,飞升,L,2971,8,7
two_head,2,精神干扰/吸收,angel,2,平等,R,3462,5,9
angel,2,平等,fortune,1,骰子,L,3067,9,6
rainbow,3,反射,angel,2,平等,R,2690,2,6
angel,2,平等,pirate,2,朗姆酒,L,3522,8,3
line,1,连笔,angel,2,平等,R,2835,5,8
angel,2,平等,phoenix,3,强化涅槃,L,3254,9,4
crystal,2,碎晶爆破,angel,2,平等,R,2846,2,8
angel,2,平等,hiding,1,缩头,L,3403,8,4
shell,3,暗影,angel,2,平等,L,2721,4,5
angel,3,飞升,two_head,2,精神干扰/吸收,R,3518,7,7
fortune,1,骰子,angel,3,飞升,R,3422,6,9
angel,3,飞升,rainbow,3,反射,R,2841,5,5
pirate,2,朗姆酒,angel,3,飞升,L,3522,5,8
angel,3,飞升,line,1,连笔,R,3096,7,5
phoenix,3,强化涅槃,angel,3,飞升,L,3648,6,9
angel,3,飞升,crystal,2,碎晶爆破,R,3274,7,5
hiding,1,缩头,angel,3,飞升,L,3191,4,7
angel,3,飞升,shell,3,暗影,L,3900,10,4
two_head,3,融合,ice,1,冰霜,R,3267,3,6
ice,1,冰霜,fortune,2,梭哈,L,4052,7,1
gambler,1,万能牌,ice,1,冰霜,L,3782,8,6
ice,1,冰霜,pirate,3,海盗船,R,3451,5,4
line,2,画龙点睛,ice,1,冰霜,L,3475,5,6
ice,1,冰霜,lava,1,地裂,R,3384,4,5
crystal,3,水晶球,ice,1,冰霜,L,3395,6,6
ice,1,冰霜,hiding,2,防御,R,3170,5,4
ice,3,团队护盾,ice,2,冰封,R,4317,5,9
ice,2,冰封,ghost,2,灵魂风暴,R,2471,4,5
dice,1,孤注一掷,ice,2,冰封,R,3452,4,7
ice,2,冰封,gambler,3,命运之轮,L,3466,7,3
candy,2,糖衣炮弹,ice,2,冰封,L,3664,4,7
ice,2,冰封,lightning,1,涌动,R,3153,5,5
lava,3,熔岩爆发,ice,2,冰封,L,3832,6,7
ice,2,冰封,chest,2,财宝风暴,R,3885,8,7
headless,1,恐吓,ice,2,冰封,L,3481,6,6
ice,3,团队护盾,ninja,3,背刺,R,2878,4,5
diamond,2,钻石滚球,ice,3,团队护盾,R,4352,2,7
ice,3,团队护盾,rainbow,1,棱镜护盾,R,3785,5,13
hunter,3,狩猎弹幕,ice,3,团队护盾,L,3977,6,6
ice,3,团队护盾,bubble,2,泡泡束缚,R,3455,3,7
phoenix,1,熔岩盾,ice,3,团队护盾,L,4350,9,6
ice,3,团队护盾,cyber,3,智能AI,R,4728,5,4
space,2,星波,ice,3,团队护盾,L,3609,5,5
ice,3,团队护盾,shell,1,复制,R,3877,5,4
ghost,1,幽冥突袭,ninja,1,手里剑,R,2583,4,5
ninja,1,手里剑,fortune,3,招财进宝,L,2653,4,3
gambler,2,赌注,ninja,1,手里剑,R,2879,3,6
ninja,1,手里剑,candy,1,糖果锤,L,3275,6,5
line,3,墨水炸弹,ninja,1,手里剑,R,2979,2,6
ninja,1,手里剑,lava,2,岩浆涌动,L,3140,4,3
chest,1,清点财宝,ninja,1,手里剑,R,2607,3,5
ninja,1,手里剑,hiding,3,强化随从,L,3791,6,7
two_head,1,灵能冲击/锤击,ninja,2,炸弹,R,2542,3,5
ninja,2,炸弹,diamond,3,钻石冲撞,R,3554,4,7
rainbow,2,全色风暴,ninja,2,炸弹,R,2619,3,5
ninja,2,炸弹,pirate,1,火炮齐射,R,2931,4,5
bubble,3,泡泡爆破,ninja,2,炸弹,R,2690,4,5
ninja,2,炸弹,phoenix,2,烫伤,L,2828,3,4
crystal,1,水晶壁垒,ninja,2,炸弹,R,2709,3,5
ninja,2,炸弹,space,3,扭曲空间,L,2606,4,3
shell,2,吸收,ninja,2,炸弹,R,2593,3,5
ninja,3,背刺,diamond,1,坚不可摧,L,3458,6,5
dice,3,稳定骰子,ninja,3,背刺,R,2554,2,4
ninja,3,背刺,hunter,2,隐蔽,L,3134,5,5
bubble,1,泡泡盾,ninja,3,背刺,R,2663,3,5
ninja,3,背刺,lightning,3,雷盾,L,2660,4,3
cyber,2,侵入,ninja,3,背刺,L,3902,3,5
ninja,3,背刺,space,1,虫洞,R,2906,3,5
headless,3,灵魂打击,ninja,3,背刺,R,3107,3,6
two_head,1,灵能冲击/锤击,ghost,3,虚化,R,2842,3,5
dice,2,命运骰子,two_head,1,灵能冲击/锤击,L,3195,6,4
two_head,1,灵能冲击/锤击,hunter,1,精准射击,R,2838,3,5
candy,3,糖果炸弹,two_head,1,灵能冲击/锤击,L,3067,5,4
two_head,1,灵能冲击/锤击,lightning,2,雷暴,R,3470,4,5
cyber,1,能量大炮,two_head,1,灵能冲击/锤击,L,3567,5,5
two_head,1,灵能冲击/锤击,chest,3,财宝炮击,R,3322,4,5
headless,2,万千触须,two_head,1,灵能冲击/锤击,L,3579,3,5
two_head,2,精神干扰/吸收,ghost,3,虚化,R,3229,5,4
dice,2,命运骰子,two_head,2,精神干扰/吸收,L,2805,5,4
two_head,2,精神干扰/吸收,hunter,1,精准射击,R,3022,4,5
candy,3,糖果炸弹,two_head,2,精神干扰/吸收,L,3561,6,5
two_head,2,精神干扰/吸收,lightning,2,雷暴,R,3214,4,4
cyber,1,能量大炮,two_head,2,精神干扰/吸收,L,4775,6,7
two_head,2,精神干扰/吸收,chest,3,财宝炮击,R,3365,5,4
headless,2,万千触须,two_head,2,精神干扰/吸收,L,3613,3,5
two_head,3,融合,diamond,1,坚不可摧,L,4579,7,7
dice,3,稳定骰子,two_head,3,融合,L,2894,4,3
two_head,3,融合,hunter,2,隐蔽,R,4508,6,10
bubble,1,泡泡盾,two_head,3,融合,R,4107,6,6
two_head,3,融合,lightning,3,雷盾,L,3580,5,5
cyber,2,侵入,two_head,3,融合,L,4553,3,5
two_head,3,融合,space,1,虫洞,R,3530,4,6
headless,3,灵魂打击,two_head,3,融合,L,2740,4,3
ghost,1,幽冥突袭,diamond,3,钻石冲撞,L,3447,6,5
rainbow,2,全色风暴,ghost,1,幽冥突袭,R,2840,2,6
ghost,1,幽冥突袭,pirate,1,火炮齐射,R,3400,5,3
bubble,3,泡泡爆破,ghost,1,幽冥突袭,R,2578,4,5
ghost,1,幽冥突袭,phoenix,2,烫伤,R,3272,5,5
crystal,1,水晶壁垒,ghost,1,幽冥突袭,R,2795,2,6
ghost,1,幽冥突袭,space,3,扭曲空间,L,2900,6,3
shell,2,吸收,ghost,1,幽冥突袭,R,2805,2,6
ghost,2,灵魂风暴,fortune,3,招财进宝,L,2586,6,4
gambler,2,赌注,ghost,2,灵魂风暴,R,2167,3,5
ghost,2,灵魂风暴,candy,1,糖果锤,L,2518,5,3
line,3,墨水炸弹,ghost,2,灵魂风暴,R,2390,3,5
ghost,2,灵魂风暴,lava,2,岩浆涌动,L,2640,6,2
chest,1,清点财宝,ghost,2,灵魂风暴,R,2309,2,5
ghost,2,灵魂风暴,hiding,3,强化随从,L,2716,5,5
diamond,2,钻石滚球,ghost,3,虚化,R,3811,1,6
ghost,3,虚化,rainbow,1,棱镜护盾,L,3600,6,9
hunter,3,狩猎弹幕,ghost,3,虚化,R,2947,4,5
ghost,3,虚化,bubble,2,泡泡束缚,L,3689,5,8
phoenix,1,熔岩盾,ghost,3,虚化,R,3406,6,6
ghost,3,虚化,cyber,3,智能AI,L,4715,6,4
space,2,星波,ghost,3,虚化,R,2535,3,4
ghost,3,虚化,shell,1,复制,L,3167,5,3
dice,1,孤注一掷,diamond,1,坚不可摧,R,3688,5,7
diamond,1,坚不可摧,gambler,3,命运之轮,L,3525,6,5
candy,2,糖衣炮弹,diamond,1,坚不可摧,L,3268,5,5
diamond,1,坚不可摧,lightning,1,涌动,L,3622,6,5
lava,3,熔岩爆发,diamond,1,坚不可摧,L,3914,7,6
diamond,1,坚不可摧,chest,2,财宝风暴,R,3660,6,7
headless,1,恐吓,diamond,1,坚不可摧,R,3974,5,7
diamond,2,钻石滚球,fortune,2,梭哈,L,3701,5,1
gambler,1,万能牌,diamond,2,钻石滚球,R,3321,6,6
diamond,2,钻石滚球,pirate,3,海盗船,R,3808,5,6
line,2,画龙点睛,diamond,2,钻石滚球,R,2934,3,4
diamond,2,钻石滚球,lava,1,地裂,L,3403,3,4
crystal,3,水晶球,diamond,2,钻石滚球,R,3327,4,6
diamond,2,钻石滚球,hiding,2,防御,R,3713,2,5
fortune,1,骰子,diamond,3,钻石冲撞,R,3173,6,8
diamond,3,钻石冲撞,rainbow,3,反射,R,3783,4,5
pirate,2,朗姆酒,diamond,3,钻石冲撞,R,3606,4,7
diamond,3,钻石冲撞,line,1,连笔,L,2899,5,5
phoenix,3,强化涅槃,diamond,3,钻石冲撞,R,3467,4,6
diamond,3,钻石冲撞,crystal,2,碎晶爆破,L,3585,6,3
hiding,1,缩头,diamond,3,钻石冲撞,R,3546,5,7
diamond,3,钻石冲撞,shell,3,暗影,R,3420,5,4
rainbow,3,反射,fortune,1,骰子,L,3188,5,6
fortune,1,骰子,pirate,2,朗姆酒,L,4182,11,6
line,1,连笔,fortune,1,骰子,L,3605,5,6
fortune,1,骰子,phoenix,3,强化涅槃,R,3280,6,5
crystal,2,碎晶爆破,fortune,1,骰子,R,3239,3,9
fortune,1,骰子,hiding,1,缩头,R,3282,6,5
shell,3,暗影,fortune,1,骰子,L,3674,4,7
fortune,2,梭哈,gambler,1,万能牌,R,3308,2,6
pirate,3,海盗船,fortune,2,梭哈,L,3304,5,2
fortune,2,梭哈,line,2,画龙点睛,R,3126,1,4
lava,1,地裂,fortune,2,梭哈,L,3580,5,2
fortune,2,梭哈,crystal,3,水晶球,R,2837,1,7
hiding,2,防御,fortune,2,梭哈,L,3263,5,2
fortune,3,招财进宝,dice,1,孤注一掷,R,2922,2,6
gambler,3,命运之轮,fortune,3,招财进宝,R,3311,3,8
fortune,3,招财进宝,candy,2,糖衣炮弹,R,2775,2,5
lightning,1,涌动,fortune,3,招财进宝,R,3396,4,5
fortune,3,招财进宝,lava,3,熔岩爆发,R,3353,5,6
chest,2,财宝风暴,fortune,3,招财进宝,R,2951,4,3
fortune,3,招财进宝,headless,1,恐吓,R,3266,2,6
rainbow,1,棱镜护盾,dice,1,孤注一掷,R,3230,6,7
dice,1,孤注一掷,hunter,3,狩猎弹幕,R,2875,3,4
bubble,2,泡泡束缚,dice,1,孤注一掷,L,3092,7,3
dice,1,孤注一掷,phoenix,1,熔岩盾,L,3089,5,5
cyber,3,智能AI,dice,1,孤注一掷,R,4506,3,9
dice,1,孤注一掷,space,2,星波,L,3248,4,4
shell,1,复制,dice,1,孤注一掷,R,3513,3,7
dice,2,命运骰子,gambler,2,赌注,R,2564,2,5
candy,1,糖果锤,dice,2,命运骰子,L,2754,6,3
dice,2,命运骰子,line,3,墨水炸弹,L,2664,6,3
lava,2,岩浆涌动,dice,2,命运骰子,R,3138,3,6
dice,2,命运骰子,chest,1,清点财宝,R,3345,5,4
hiding,3,强化随从,dice,2,命运骰子,R,3074,5,6
dice,3,稳定骰子,rainbow,2,全色风暴,R,3010,3,5
pirate,1,火炮齐射,dice,3,稳定骰子,R,2507,3,4
dice,3,稳定骰子,bubble,3,泡泡爆破,R,3055,3,5
phoenix,2,烫伤,dice,3,稳定骰子,L,3059,5,2
dice,3,稳定骰子,crystal,1,水晶壁垒,L,3032,3,3
space,3,扭曲空间,dice,3,稳定骰子,R,2918,3,2
dice,3,稳定骰子,shell,2,吸收,R,3063,2,6
hunter,2,隐蔽,rainbow,1,棱镜护盾,R,4111,7,15
rainbow,1,棱镜护盾,bubble,1,泡泡盾,R,4219,11,7
lightning,3,雷盾,rainbow,1,棱镜护盾,R,3780,4,13
rainbow,1,棱镜护盾,cyber,2,侵入,R,4374,10,4
space,1,虫洞,rainbow,1,棱镜护盾,L,4390,7,13
rainbow,1,棱镜护盾,headless,3,灵魂打击,R,3165,5,5
hunter,1,精准射击,rainbow,2,全色风暴,L,2841,6,4
rainbow,2,全色风暴,candy,3,糖果炸弹,R,2993,3,6
lightning,2,雷暴,rainbow,2,全色风暴,R,2854,3,5
rainbow,2,全色风暴,cyber,1,能量大炮,R,3995,4,6
chest,3,财宝炮击,rainbow,2,全色风暴,R,3420,4,5
rainbow,2,全色风暴,headless,2,万千触须,R,3799,3,4
hunter,1,精准射击,rainbow,3,反射,L,3272,7,5
rainbow,3,反射,candy,3,糖果炸弹,R,2861,3,6
lightning,2,雷暴,rainbow,3,反射,R,2703,3,5
rainbow,3,反射,cyber,1,能量大炮,L,3835,6,3
chest,3,财宝炮击,rainbow,3,反射,R,2921,3,5
rainbow,3,反射,headless,2,万千触须,R,3100,3,3
hunter,2,隐蔽,gambler,1,万能牌,R,4311,8,9
gambler,1,万能牌,bubble,1,泡泡盾,R,4066,8,7
lightning,3,雷盾,gambler,1,万能牌,R,3309,4,6
gambler,1,万能牌,cyber,2,侵入,R,4080,7,5
space,1,虫洞,gambler,1,万能牌,L,3771,6,7
gambler,1,万能牌,headless,3,灵魂打击,R,2604,4,4
pirate,1,火炮齐射,gambler,2,赌注,R,3009,2,6
gambler,2,赌注,bubble,3,泡泡爆破,L,2601,5,4
phoenix,2,烫伤,gambler,2,赌注,L,2869,4,4
gambler,2,赌注,crystal,1,水晶壁垒,L,2577,5,3
space,3,扭曲空间,gambler,2,赌注,R,2636,3,5
gambler,2,赌注,shell,2,吸收,L,2618,5,4
candy,1,糖果锤,gambler,3,命运之轮,L,2951,4,3
gambler,3,命运之轮,line,3,墨水炸弹,R,2780,3,5
lava,2,岩浆涌动,gambler,3,命运之轮,L,3793,4,5
gambler,3,命运之轮,chest,1,清点财宝,R,3431,4,6
hiding,3,强化随从,gambler,3,命运之轮,L,3500,4,4
hunter,1,精准射击,hunter,3,狩猎弹幕,R,3180,5,5
bubble,2,泡泡束缚,hunter,1,精准射击,R,3729,9,6
hunter,1,精准射击,phoenix,1,熔岩盾,L,3461,7,6
cyber,3,智能AI,hunter,1,精准射击,R,4212,3,8
hunter,1,精准射击,space,2,星波,L,3047,6,4
shell,1,复制,hunter,1,精准射击,R,2919,3,6
hunter,2,隐蔽,candy,2,糖衣炮弹,R,3799,7,5
lightning,1,涌动,hunter,2,隐蔽,R,3323,5,8
hunter,2,隐蔽,lava,3,熔岩爆发,R,3269,6,7
chest,2,财宝风暴,hunter,2,隐蔽,L,4254,6,8
hunter,2,隐蔽,headless,1,恐吓,R,3207,5,6
pirate,3,海盗船,hunter,3,狩猎弹幕,L,3272,4,5
hunter,3,狩猎弹幕,line,2,画龙点睛,L,3287,6,4
lava,1,地裂,hunter,3,狩猎弹幕,R,3102,3,5
hunter,3,狩猎弹幕,crystal,3,水晶球,R,3127,4,5
hiding,2,防御,hunter,3,狩猎弹幕,L,2993,4,4
pirate,1,火炮齐射,pirate,2,朗姆酒,L,3300,6,4
line,1,连笔,pirate,1,火炮齐射,R,2484,4,5
pirate,1,火炮齐射,phoenix,3,强化涅槃,L,3175,5,4
crystal,2,碎晶爆破,pirate,1,火炮齐射,R,2357,3,5
pirate,1,火炮齐射,hiding,1,缩头,L,3325,8,4
shell,3,暗影,pirate,1,火炮齐射,R,2801,3,5
pirate,2,朗姆酒,line,1,连笔,R,3189,3,6
phoenix,3,强化涅槃,pirate,2,朗姆酒,L,3407,5,4
pirate,2,朗姆酒,crystal,2,碎晶爆破,R,3119,3,5
hiding,1,缩头,pirate,2,朗姆酒,L,4041,6,5
pirate,2,朗姆酒,shell,3,暗影,R,3293,3,4
line,2,画龙点睛,pirate,3,海盗船,R,3259,4,3
pirate,3,海盗船,lava,1,地裂,R,3486,3,6
crystal,3,水晶球,pirate,3,海盗船,R,3313,7,3
pirate,3,海盗船,hiding,2,防御,R,4509,5,6
candy,2,糖衣炮弹,candy,1,糖果锤,L,2954,3,5
candy,1,糖果锤,lightning,1,涌动,L,3350,6,3
lava,3,熔岩爆发,candy,1,糖果锤,L,3290,4,3
candy,1,糖果锤,chest,2,财宝风暴,R,3045,4,6
headless,1,恐吓,candy,1,糖果锤,R,3296,3,4
candy,2,糖衣炮弹,bubble,2,泡泡束缚,R,4010,2,9
phoenix,1,熔岩盾,candy,2,糖衣炮弹,R,3306,6,5
candy,2,糖衣炮弹,cyber,3,智能AI,L,4491,6,4
space,2,星波,candy,2,糖衣炮弹,R,2641,3,4
candy,2,糖衣炮弹,shell,1,复制,L,3433,3,4
line,3,墨水炸弹,candy,3,糖果炸弹,R,2978,4,6
candy,3,糖果炸弹,lava,2,岩浆涌动,R,2961,4,4
chest,1,清点财宝,candy,3,糖果炸弹,R,2891,3,6
candy,3,糖果炸弹,hiding,3,强化随从,R,2785,3,7
bubble,3,泡泡爆破,bubble,1,泡泡盾,R,3580,6,7
bubble,1,泡泡盾,phoenix,2,烫伤,R,3196,5,6
crystal,1,水晶壁垒,bubble,1,泡泡盾,R,3358,4,5
bubble,1,泡泡盾,space,3,扭曲空间,L,3813,7,5
shell,2,吸收,bubble,1,泡泡盾,R,3682,5,6
bubble,2,泡泡束缚,lightning,3,雷盾,L,3200,7,4
cyber,2,侵入,bubble,2,泡泡束缚,L,5119,3,10
bubble,2,泡泡束缚,space,1,虫洞,R,3540,7,5
headless,3,灵魂打击,bubble,2,泡泡束缚,L,3371,4,7
bubble,3,泡泡爆破,lightning,2,雷暴,R,3463,5,5
cyber,1,能量大炮,bubble,3,泡泡爆破,L,4279,6,7
bubble,3,泡泡爆破,chest,3,财宝炮击,R,2920,4,5
headless,2,万千触须,bubble,3,泡泡爆破,L,3474,3,5
line,1,连笔,lightning,2,雷暴,L,2881,6,4
cyber,1,能量大炮,line,1,连笔,L,3781,5,6
line,1,连笔,chest,3,财宝炮击,R,2713,4,5
headless,2,万千触须,line,1,连笔,L,3482,2,5
line,2,画龙点睛,lightning,3,雷盾,L,3173,4,4
cyber,2,侵入,line,2,画龙点睛,L,3519,4,4
line,2,画龙点睛,space,1,虫洞,R,3403,4,6
headless,3,灵魂打击,line,2,画龙点睛,L,2570,3,3
line,3,墨水炸弹,phoenix,2,烫伤,R,2701,3,4
crystal,1,水晶壁垒,line,3,墨水炸弹,R,3946,5,6
line,3,墨水炸弹,space,3,扭曲空间,R,3195,4,5
shell,2,吸收,line,3,墨水炸弹,R,3348,5,6
lightning,1,涌动,lava,2,岩浆涌动,R,2862,3,3
chest,1,清点财宝,lightning,1,涌动,R,3964,5,7
lightning,1,涌动,hiding,3,强化随从,R,3061,4,7
phoenix,1,熔岩盾,lightning,2,雷暴,L,2952,7,4
lightning,2,雷暴,cyber,3,智能AI,R,4132,4,5
space,2,星波,lightning,2,雷暴,L,3404,5,5
lightning,2,雷暴,shell,1,复制,R,2759,3,4
lava,3,熔岩爆发,lightning,3,雷盾,L,3550,7,4
lightning,3,雷盾,chest,2,财宝风暴,R,2725,3,5
headless,1,恐吓,lightning,3,雷盾,L,3503,5,4
phoenix,1,熔岩盾,lava,1,地裂,L,3718,7,5
crystal,3,水晶球,phoenix,1,熔岩盾,L,3566,5,6
phoenix,1,熔岩盾,hiding,2,防御,R,4076,7,5
phoenix,3,强化涅槃,phoenix,2,烫伤,R,3417,5,7
phoenix,2,烫伤,crystal,2,碎晶爆破,L,2752,5,3
hiding,1,缩头,phoenix,2,烫伤,R,2956,3,4
phoenix,2,烫伤,shell,3,暗影,L,3406,6,4
crystal,2,碎晶爆破,phoenix,3,强化涅槃,R,3824,4,5
phoenix,3,强化涅槃,hiding,1,缩头,L,3652,5,5
shell,3,暗影,phoenix,3,强化涅槃,R,3340,3,4
lava,1,地裂,crystal,3,水晶球,R,3292,4,5
hiding,2,防御,lava,1,地裂,L,3600,5,4
lava,2,岩浆涌动,lava,3,熔岩爆发,R,3452,3,7
chest,2,财宝风暴,lava,2,岩浆涌动,R,3001,4,4
lava,2,岩浆涌动,headless,1,恐吓,R,3458,3,5
cyber,3,智能AI,lava,3,熔岩爆发,L,5001,4,7
lava,3,熔岩爆发,space,2,星波,L,3579,5,5
shell,1,复制,lava,3,熔岩爆发,R,3137,3,6
cyber,1,能量大炮,chest,1,清点财宝,L,3644,5,5
hiding,3,强化随从,cyber,1,能量大炮,R,4561,9,5
cyber,2,侵入,crystal,1,水晶壁垒,L,3366,4,4
space,3,扭曲空间,cyber,2,侵入,R,3594,4,4
cyber,2,侵入,shell,2,吸收,R,4361,3,9
space,1,虫洞,cyber,3,智能AI,L,4737,8,5
cyber,3,智能AI,headless,3,灵魂打击,R,4668,4,6
chest,3,财宝炮击,crystal,1,水晶壁垒,R,4089,4,5
crystal,1,水晶壁垒,headless,2,万千触须,R,3366,3,4
chest,3,财宝炮击,crystal,2,碎晶爆破,L,3707,5,4
crystal,2,碎晶爆破,headless,2,万千触须,R,3248,3,3
space,1,虫洞,crystal,3,水晶球,L,3307,6,4
crystal,3,水晶球,headless,3,灵魂打击,R,2594,3,4
space,3,扭曲空间,chest,1,清点财宝,R,3538,4,7
chest,1,清点财宝,shell,2,吸收,L,3895,7,7
hiding,3,强化随从,chest,2,财宝风暴,L,3588,8,5
chest,3,财宝炮击,space,2,星波,L,2579,3,3
shell,1,复制,chest,3,财宝炮击,R,3352,4,5
space,1,虫洞,headless,1,恐吓,L,4097,6,3
hiding,2,防御,space,2,星波,R,3104,3,5
space,3,扭曲空间,hiding,1,缩头,R,3782,4,6
shell,3,暗影,space,3,扭曲空间,L,3829,5,3
hiding,1,缩头,shell,3,暗影,R,4136,4,5
headless,1,恐吓,hiding,3,强化随从,R,3192,4,6
headless,1,恐吓,shell,1,复制,R,3505,4,3
